1 Day Post Growth Rank,Change in 1 Day Post Growth Rank,Sound Title,Sound Artist,Sound URL,Sound Sodatone ID,Total Post Count,Post Count 1 Day Delta,Post Count 2 Day Delta,Post Count 3 Day Delta,Post Count 7 Day Delta,Post Count 14 Day Delta,Week Over Week Growth,Chances of Reaching 50K Posts,Chances of Reaching 100K Posts,Chances of Reaching 500K Posts,Chances of Reaching 1M posts,5 Day Post Count Growth Rate,7 Day Delta Over Total Posts,7 Day Delta Over 14 Day Delta,3 Day Delta Over 7 Day Delta,2 Day Delta Over 3 Day Delta,1 Day Delta Over 3 Day Delta
119,-49,Mine,Slayyyter,https://m.tiktok.com/h5/share/music/7034419851376560901.html?language=en&source=h5_m&u_code=e0ci36lc4ih0mk&_d=e0ci36lc4ih0mk&share_music_id=7034419851376560901,440563502,36205,264.0,765.0,1472.0,3164.0,9203.0,-0.4760721973836728,0.671,0.382,0.035,0.016,0.01362856142324901,0.08739124430327302,0.3438009344778876,0.46523388116308473,0.5197010869565217,0.1793478260869565
120,N/A,Nail Tech,Jack Harlow,https://m.tiktok.com/h5/share/music/7066033473110968321.html?language=en&source=h5_m&u_code=e0chi5clk0102h&_d=e0chi5clk0102h&share_music_id=7066033473110968321,470994457,2657,261.0,470.0,685.0,1883.0,nan,nan,0.102,0.058,0.035,0.016,0.12121212121212131,0.7086940158073015,nan,0.363781200212427,0.6861313868613139,0.381021897810219
121,+491,Kings & Queens,Ava Max,https://m.tiktok.com/h5/share/music/6802140736629278722.html?language=en&source=h5_m&u_code=e0chl9kiaib1mk&_d=e0chl9kiaib1mk&share_music_id=6802140736629278722,31621476,424602,261.0,329.0,617.0,1146.0,1835.0,0.6632801161103048,1.0,1.0,0.827,0.381,0.0004008959316609213,0.0026989981205929317,0.6245231607629428,0.5383944153577661,0.5332252836304701,0.42301458670988656
122,-31,Exactly How I Feel (feat. Gucci Mane),Lizzo,https://m.tiktok.com/h5/share/music/5000000001452320180.html?language=en&source=h5_m&u_code=e0chh9m3h6e5fl&_d=e0chh9m3h6e5fl&share_music_id=5000000001452320180,18600321,134042,258.0,524.0,868.0,2342.0,5466.0,-0.25032010243277847,1.0,1.0,0.273,0.13,0.002432114121584587,0.017472135599289774,0.42846688620563483,0.3706233988044407,0.6036866359447005,0.29723502304147464
123,+546,The Lazy Song,Bruno Mars,https://m.tiktok.com/h5/share/music/10942.html?language=en&source=h5_m&u_code=e0chm89jgc803h&_d=e0chm89jgc803h&share_music_id=10942,62471919,130813,254.0,551.0,873.0,1867.0,3794.0,-0.031136481577581733,1.0,1.0,0.273,0.13,0.00210960400686273,0.014272281806854059,0.49209277807063784,0.4675950723085163,0.6311569301260023,0.290950744558992
124,N/A,Na Na,Trey Songz,https://m.tiktok.com/h5/share/music/45816260.html?language=en&source=h5_m&u_code=e0chlf8e4fkh5c&_d=e0chlf8e4fkh5c&share_music_id=45816260,101766026,250,248.0,248.0,248.0,248.0,248.0,0.0,0.102,0.058,0.035,0.016,24.8,0.992,1.0,1.0,1.0,1.0
125,-25,Already Best Friends (feat. Chris Brown),Jack Harlow,https://m.tiktok.com/h5/share/music/6910400738002864902.html?language=en&source=h5_m&u_code=e0chbdf58i65di&_d=e0chbdf58i65di&share_music_id=6910400738002864902,252430695,102436,246.0,560.0,1084.0,3312.0,10518.0,-0.5403830141548709,1.0,1.0,0.273,0.13,0.004475545469448493,0.03233238314655004,0.31488876212207645,0.3272946859903382,0.5166051660516605,0.22693726937269373
126,+559,She Bad,Cardi B,https://m.tiktok.com/h5/share/music/6546289587264689167.html?language=en&source=h5_m&u_code=e0che1fi8f0208&_d=e0che1fi8f0208&share_music_id=6546289587264689167,38140540,67981,245.0,645.0,908.0,1904.0,3309.0,0.3551601423487544,1.0,0.647,0.035,0.016,0.004243955939154114,0.028007825716008884,0.5754004230885464,0.47689075630252103,0.710352422907489,0.2698237885462555
127,+34,It Girl,Jason Derulo,https://m.tiktok.com/h5/share/music/227173241109331968.html?language=en&source=h5_m&u_code=e0ci7k61imhd49&_d=e0ci7k61imhd49&share_music_id=227173241109331968,12464386,56330,237.0,370.0,518.0,1195.0,1809.0,0.9462540716612378,1.0,0.58,0.035,0.016,0.00297478244663312,0.02121427303390733,0.6605859590934218,0.43347280334728033,0.7142857142857143,0.4575289575289575
128,-34,Loser,Sueco,https://m.tiktok.com/h5/share/music/7057232141007996929.html?language=en&source=h5_m&u_code=e0ci32b2m7d20a&_d=e0ci32b2m7d20a&share_music_id=7057232141007996929,462142306,80803,236.0,566.0,819.0,2865.0,14593.0,-0.755712824010914,1.0,0.818,0.035,0.016,0.004250206502966206,0.0354566043339975,0.1963270060988145,0.2858638743455497,0.6910866910866911,0.28815628815628813
129,+105,My Universe,Coldplay X BTS,https://m.tiktok.com/h5/share/music/7007073788295415809.html?language=en&source=h5_m&u_code=e0ci0mb7l7bab6&_d=e0ci0mb7l7bab6&share_music_id=7007073788295415809,420790019,668006,233.0,312.0,613.0,1163.0,7644.0,-0.8205523838913747,1.0,1.0,1.0,0.573,0.0002148243159553694,0.0017410023263264103,0.152145473574045,0.5270851246775581,0.5089722675367048,0.3800978792822186
130,+45,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,https://m.tiktok.com/h5/share/music/7022069008627272449.html?language=en&source=h5_m&u_code=e0chikmh8ggcb1&_d=e0chikmh8ggcb1&share_music_id=7022069008627272449,430848298,11081,229.0,357.0,454.0,798.0,1160.0,1.2044198895027625,0.303,0.174,0.035,0.016,0.01222080168459051,0.07201516108654453,0.6879310344827586,0.568922305764411,0.7863436123348018,0.5044052863436124
131,-5,Broken & Beautiful,Kelly Clarkson,https://m.tiktok.com/h5/share/music/6753275855675345669.html?language=en&source=h5_m&u_code=e0chk46a5hi90f&_d=e0chk46a5hi90f&share_music_id=6753275855675345669,13666405,232519,228.0,383.0,600.0,1504.0,2547.0,0.4419942473633749,1.0,1.0,0.172,0.211,0.0008459828319813527,0.006468288612973563,0.5904986258343149,0.39893617021276595,0.6383333333333333,0.38
132,+48,Yellow,Coldplay,https://m.tiktok.com/h5/share/music/6897847645717482241.html?language=en&source=h5_m&u_code=e0chh002gh0392&_d=e0chh002gh0392&share_music_id=6897847645717482241,218341892,510697,226.0,347.0,692.0,3462.0,5265.0,0.9201331114808652,1.0,1.0,1.0,0.461,0.0006542895584329543,0.006778970700826517,0.6575498575498575,0.1998844598497978,0.5014450867052023,0.3265895953757225
133,-27,Yellow,Coldplay,https://m.tiktok.com/h5/share/music/6975907606896364294.html?language=en&source=h5_m&u_code=e0ci01ka8il078&_d=e0ci01ka8il078&share_music_id=6975907606896364294,404811666,16537,226.0,483.0,844.0,2030.0,3732.0,0.1927144535840188,0.303,0.174,0.035,0.016,0.01896580292389464,0.12275503416581,0.5439442658092176,0.41576354679802957,0.5722748815165877,0.2677725118483412
134,-44,I.F.L.Y.,Bazzi,https://m.tiktok.com/h5/share/music/6992483943568198427.html?language=en&source=h5_m&u_code=e0ci4km5h5hhhk&_d=e0ci4km5h5hhhk&share_music_id=6992483943568198427,412669814,29646,224.0,571.0,898.0,2041.0,4756.0,-0.24825046040515653,0.496,0.283,0.035,0.016,0.01035974024168092,0.0688457127437091,0.4291421362489487,0.43998040176384123,0.6358574610244989,0.24944320712694878
135,+496,Blame It on Your Love (feat. Lizzo),Charli XCX,https://m.tiktok.com/h5/share/music/6691944579349875463.html?language=en&source=h5_m&u_code=e0chlh2f5fk5mh&_d=e0chlh2f5fk5mh&share_music_id=6691944579349875463,195421,60685,221.0,416.0,661.0,1514.0,2983.0,0.03063308373042886,1.0,0.647,0.035,0.016,0.0036046360550222403,0.024948504572793937,0.5075427422058331,0.43659180977542933,0.6293494704992436,0.33434190620272314
136,-4,We Don't Talk About Bruno - Instrumental,Lin-Manuel Miranda,https://m.tiktok.com/h5/share/music/7059213707909532463.html?language=en&source=h5_m&u_code=e0chbdf58i65di&_d=e0chbdf58i65di&share_music_id=7059213707909532463,463593357,4069,220.0,429.0,547.0,787.0,1438.0,0.20890937019969277,0.102,0.058,0.035,0.016,0.038543417366946754,0.19341361513885474,0.547287899860918,0.6950444726810674,0.7842778793418648,0.40219378427787933
137,+41,Adagio for Strings - Blasterjaxx Remix,Tiësto,https://m.tiktok.com/h5/share/music/6918094831998945281.html?language=en&source=h5_m&u_code=e0ci280ic58dh0&_d=e0ci280ic58dh0&share_music_id=6918094831998945281,273158004,361747,213.0,268.0,392.0,987.0,2171.0,-0.16638513513513514,1.0,1.0,0.195,0.299,0.00031325823990935336,0.0027284262205353464,0.4546292031321971,0.3971631205673759,0.6836734693877551,0.5433673469387755
138,-72,You the One,YoungBoy Never Broke Again,https://m.tiktok.com/h5/share/music/310681428353277953.html?language=en&source=h5_m&u_code=e0chfc5j35a6k1&_d=e0chfc5j35a6k1&share_music_id=310681428353277953,94589771,63528,212.0,736.0,957.0,2233.0,4265.0,0.09891732283464567,1.0,0.647,0.035,0.016,0.005047098797198731,0.035149855181967005,0.5235638921453692,0.42857142857142855,0.7690700104493208,0.22152560083594566
139,-5,Nights Like This (feat. Ty Dolla $ign),Kehlani,https://m.tiktok.com/h5/share/music/6646493276096432901.html?language=en&source=h5_m&u_code=e0chf4f30452k1&_d=e0chf4f30452k1&share_music_id=6646493276096432901,1474056,47164,211.0,408.0,594.0,868.0,2375.0,-0.4240212342402123,0.82,0.478,0.035,0.016,0.0035747544233830685,0.018403867356458315,0.36547368421052634,0.684331797235023,0.6868686868686869,0.3552188552188552
140,+501,Right Foot Creep,YoungBoy Never Broke Again,https://m.tiktok.com/h5/share/music/6873858900312017670.html?language=en&source=h5_m&u_code=e0chhemi89562l&_d=e0chhemi89562l&share_music_id=6873858900312017670,234015643,6945,210.0,339.0,563.0,1027.0,1630.0,0.703150912106136,0.102,0.058,0.035,0.016,0.027013506753376715,0.14787616990640748,0.6300613496932516,0.5481986368062317,0.6021314387211367,0.37300177619893427
141,-32,Hero (feat. Christina Perri),Cash Cash,https://m.tiktok.com/h5/share/music/7036743804677819163.html?language=en&source=h5_m&u_code=e0ci4amccfhe60&_d=e0ci4amccfhe60&share_music_id=7036743804677819163,471393764,10879,205.0,459.0,1012.0,8115.0,nan,nan,0.303,0.174,0.035,0.016,0.11186298712749074,0.7459325305634709,nan,0.12470733210104744,0.4535573122529644,0.2025691699604743
142,-12,The Motto,Tiësto,https://m.tiktok.com/h5/share/music/7020948262664275970.html?language=en&source=h5_m&u_code=e0ci6g3h1bam3a&_d=e0ci6g3h1bam3a&share_music_id=7020948262664275970,430521597,53015,201.0,414.0,632.0,1375.0,2806.0,-0.039133473095737246,1.0,0.58,0.035,0.016,0.003886163654062693,0.02593605583325474,0.49002138275124735,0.4596363636363636,0.6550632911392406,0.3180379746835443
143,-36,Viva La Vida,Coldplay,https://m.tiktok.com/h5/share/music/7058146991141948162.html?language=en&source=h5_m&u_code=e0ci1g3gc5f6e8&_d=e0ci1g3gc5f6e8&share_music_id=7058146991141948162,462060737,9186,200.0,457.0,712.0,1486.0,3554.0,-0.281431334622824,0.102,0.058,0.035,0.016,0.02612028024639121,0.16176790768560853,0.4181204276871131,0.4791386271870794,0.6418539325842697,0.2808988764044944
144,+104,Photograph,Ed Sheeran,https://m.tiktok.com/h5/share/music/7033536391438945029.html?language=en&source=h5_m&u_code=e0chd7kfd1ma8a&_d=e0chd7kfd1ma8a&share_music_id=7033536391438945029,439170202,19497,199.0,269.0,324.0,1318.0,2930.0,-0.18238213399503722,0.303,0.174,0.035,0.016,0.006353319818596114,0.06760014361183772,0.4498293515358362,0.24582701062215478,0.8302469135802469,0.6141975308641975
145,-53,Beautiful (feat. Camila Cabello),Bazzi,https://m.tiktok.com/h5/share/music/6586074347348167430.html?language=en&source=h5_m&u_code=e0chl22aiame2k&_d=e0chl22aiame2k&share_music_id=6586074347348167430,97706,1352163,197.0,608.0,944.0,2804.0,6995.0,-0.33094726795514195,1.0,1.0,1.0,1.0,0.00026717379855421234,0.0020737144856056555,0.4008577555396712,0.33666191155492153,0.6440677966101694,0.2086864406779661
146,+20,Not About Angels,Birdy,https://m.tiktok.com/h5/share/music/6848605022658251525.html?language=en&source=h5_m&u_code=e0chf4fcaje74e&_d=e0chf4fcaje74e&share_music_id=6848605022658251525,90385344,71911,195.0,336.0,403.0,671.0,1469.0,-0.15914786967418545,1.0,0.72,0.035,0.016,0.001344687227428224,0.009330978570733268,0.4567733151803948,0.6005961251862891,0.8337468982630273,0.4838709677419355
147,-8,Mine,Bazzi,https://m.tiktok.com/h5/share/music/6894210759107119874.html?language=en&source=h5_m&u_code=e0ci95bc810ke1&_d=e0ci95bc810ke1&share_music_id=6894210759107119874,220162205,224524,186.0,370.0,589.0,1895.0,3685.0,0.05865921787709497,1.0,1.0,0.172,0.211,0.001095312758249517,0.008440077675437816,0.514246947082768,0.3108179419525066,0.6281833616298812,0.3157894736842105
148,+38,High School Sweethearts,Melanie Martinez,https://m.tiktok.com/h5/share/music/7045589256357677830.html?language=en&source=h5_m&u_code=e0chf771j72ig1&_d=e0chf771j72ig1&share_music_id=7045589256357677830,450829353,22160,183.0,295.0,465.0,797.0,2293.0,-0.4672459893048128,0.496,0.283,0.035,0.016,0.0054266346587198665,0.03596570397111913,0.3475795900566943,0.5834378920953576,0.6344086021505376,0.3935483870967742
149,+7,Don't Be Shy,Tiësto,https://m.tiktok.com/h5/share/music/6995575301858134018.html?language=en&source=h5_m&u_code=e0chhjh3h0ddid&_d=e0chhjh3h0ddid&share_music_id=6995575301858134018,423419965,12384,181.0,334.0,539.0,1573.0,2982.0,0.11639460610361958,0.303,0.174,0.035,0.016,0.018148543541253528,0.1270187338501292,0.5274983232729712,0.34265734265734266,0.6196660482374768,0.3358070500927644
150,-7,Photograph,Ed Sheeran,https://m.tiktok.com/h5/share/music/6938037206971992838.html?language=en&source=h5_m&u_code=e0chj1a68m6d3i&_d=e0chj1a68m6d3i&share_music_id=6938037206971992838,353887880,18472,177.0,357.0,498.0,851.0,761.0,-10.455555555555556,0.303,0.174,0.035,0.016,0.008396632449926042,0.04606972715461238,1.1182654402102497,0.5851938895417156,0.7168674698795181,0.35542168674698793
151,-11,nan,nan,https://m.tiktok.com/h5/share/music/7055021088892028929.html?language=en&source=h5_m&u_code=e0chij5lbhhif5&_d=e0chij5lbhhif5&share_music_id=7055021088892028929,458824345,7351,177.0,358.0,578.0,1307.0,2598.0,0.012393493415956624,0.102,0.058,0.035,0.016,0.027319344571496016,0.17779893891987486,0.5030792917628946,0.44223412394797246,0.6193771626297578,0.3062283737024221
152,+27,Heartburn - Felix Cartal Remix,Wafia,https://m.tiktok.com/h5/share/music/6976230361801984773.html?language=en&source=h5_m&u_code=e0ci43ej003cde&_d=e0ci43ej003cde&share_music_id=6976230361801984773,404860607,40096,175.0,298.0,407.0,841.0,1644.0,0.047322540473225407,0.82,0.478,0.035,0.016,0.0029264361447602963,0.020974660814046288,0.5115571776155717,0.4839476813317479,0.7321867321867321,0.42997542997543
153,-30,My Universe,Coldplay,https://m.tiktok.com/h5/share/music/7010758885111760897.html?language=en&source=h5_m&u_code=e0chem81jdlmm9&_d=e0chem81jdlmm9&share_music_id=7010758885111760897,423498819,116479,175.0,396.0,585.0,1358.0,4503.0,-0.5682034976152623,1.0,1.0,0.273,0.13,0.0017534927469947887,0.011658753938478181,0.3015767266266933,0.43078055964653905,0.676923076923077,0.29914529914529914
154,+34,Light Switch,Charlie Puth,https://m.tiktok.com/h5/share/music/7065232407003286298.html?language=en&source=h5_m&u_code=e0chdgf134cma1&_d=e0chdgf134cma1&share_music_id=7065232407003286298,470617837,1268,174.0,293.0,404.0,959.0,nan,nan,0.102,0.058,0.035,0.016,0.1697171381031615,0.7563091482649842,nan,0.42127215849843586,0.7252475247524752,0.4306930693069307
155,-22,Paradise,Coldplay,https://m.tiktok.com/h5/share/music/7043522897633741574.html?language=en&source=h5_m&u_code=e0ci1heiamhe44&_d=e0ci1heiamhe44&share_music_id=7043522897633741574,451422383,126924,173.0,380.0,623.0,2615.0,8657.0,-0.5671962926183383,1.0,1.0,0.273,0.13,0.002349002862550116,0.020602880463899655,0.3020676908859882,0.23824091778202677,0.6099518459069021,0.27768860353130015
156,-9,Just the Way You Are,Bruno Mars,https://m.tiktok.com/h5/share/music/6705031666038999042.html?language=en&source=h5_m&u_code=e0chh46f1a81d5&_d=e0chh46f1a81d5&share_music_id=6705031666038999042,54420420,80559,171.0,272.0,444.0,1016.0,2292.0,-0.20376175548589343,1.0,0.818,0.035,0.016,0.0017898242128017885,0.012611874526744374,0.4432809773123909,0.43700787401574803,0.6126126126126126,0.38513513513513514
157,-29,Wiggle (feat. Snoop Dogg),Jason Derulo,https://m.tiktok.com/h5/share/music/7059587244403051269.html?language=en&source=h5_m&u_code=e0ci5agcc2keda&_d=e0ci5agcc2keda&share_music_id=7059587244403051269,464557957,22535,171.0,385.0,603.0,1197.0,4684.0,-0.65672497849154,0.496,0.283,0.035,0.016,0.007575413101008473,0.05311737297537165,0.25555081127241674,0.5037593984962406,0.6384742951907131,0.2835820895522388
158,-39,Count My Blessings,Enisa,https://m.tiktok.com/h5/share/music/6932451545178966017.html?language=en&source=h5_m&u_code=e0chldf9683303&_d=e0chldf9683303&share_music_id=6932451545178966017,301205046,99515,170.0,408.0,598.0,930.0,1102.0,4.406976744186046,1.0,0.909,0.035,0.016,0.001648891241881808,0.009345324825403206,0.8439201451905626,0.6430107526881721,0.6822742474916388,0.2842809364548495
159,+30,Thank You,Kehlani,https://m.tiktok.com/h5/share/music/6705009382632982530.html?language=en&source=h5_m&u_code=e0chgaibd8mcm9&_d=e0chgaibd8mcm9&share_music_id=6705009382632982530,41449915,129721,168.0,278.0,429.0,825.0,1593.0,0.07421875,1.0,1.0,0.273,0.13,0.0009619503775886763,0.006359802961740968,0.5178907721280602,0.52,0.6480186480186481,0.3916083916083916
160,-9,Salt,Ava Max,https://m.tiktok.com/h5/share/music/6870149722129041415.html?language=en&source=h5_m&u_code=e0chm5l2eai4d1&_d=e0chm5l2eai4d1&share_music_id=6870149722129041415,198061770,154392,164.0,326.0,529.0,1442.0,2891.0,-0.004830917874396135,1.0,1.0,0.273,0.13,0.0013574042893454707,0.009339862169024302,0.49878934624697335,0.3668515950069348,0.6162570888468809,0.31001890359168244
161,+522,Blood // Water,grandson,https://m.tiktok.com/h5/share/music/6704953199519860738.html?language=en&source=h5_m&u_code=e0ci15dc2g0c66&_d=e0ci15dc2g0c66&share_music_id=6704953199519860738,70909739,382537,164.0,359.0,640.0,1508.0,4491.0,-0.4944686557157224,1.0,1.0,0.195,0.299,0.00060017659646454,0.003942102332584822,0.3357826764640392,0.4244031830238727,0.5609375,0.25625
162,+42,Yellow,Coldplay,https://m.tiktok.com/h5/share/music/6739905565981411329.html?language=en&source=h5_m&u_code=e0ci5jg04gd089&_d=e0ci5jg04gd089&share_music_id=6739905565981411329,303976608,23927,156.0,256.0,352.0,754.0,1571.0,-0.07711138310893513,0.496,0.283,0.035,0.016,0.004657555165305156,0.03151251723993814,0.47994907702100575,0.46684350132625996,0.7272727272727273,0.4431818181818182
163,+43,The Scientist,Coldplay,https://m.tiktok.com/h5/share/music/6935053271648226053.html?language=en&source=h5_m&u_code=e0chgmdhim2527&_d=e0chgmdhim2527&share_music_id=6935053271648226053,398419576,6988,155.0,254.0,369.0,754.0,757.0,250.33333333333334,0.102,0.058,0.035,0.016,0.015937095170668405,0.10789925586720092,0.9960369881109643,0.48938992042440316,0.6883468834688347,0.42005420054200543
164,+89,Timeless (feat. DJ SPINKING),A Boogie Wit da Hoodie,https://m.tiktok.com/h5/share/music/7001454158431750917.html?language=en&source=h5_m&u_code=e0chia659503jb&_d=e0chia659503jb&share_music_id=7001454158431750917,418286419,15926,155.0,224.0,359.0,770.0,1933.0,-0.3379191745485813,0.303,0.174,0.035,0.016,0.00698402916859248,0.04834861233203566,0.3983445421624418,0.4662337662337662,0.6239554317548747,0.43175487465181056
165,+47,Pimpin Ain't Eazy,Kodak Black,https://m.tiktok.com/h5/share/music/7013144722512415494.html?language=en&source=h5_m&u_code=e0chaejlm50835&_d=e0chaejlm50835&share_music_id=7013144722512415494,425439236,6991,154.0,247.0,408.0,1153.0,1953.0,0.44125,0.102,0.058,0.035,0.016,0.023832046626590556,0.1649263338578172,0.590373783922171,0.3538594969644406,0.6053921568627451,0.37745098039215685
166,+8,MMM MMM (feat. ATL Jacob),Kali,https://m.tiktok.com/h5/share/music/7027163215029226246.html?language=en&source=h5_m&u_code=e0ci032ih9img7&_d=e0ci032ih9img7&share_music_id=7027163215029226246,436564501,58062,153.0,276.0,405.0,444.0,658.0,1.074766355140187,1.0,0.58,0.035,0.016,0.0013543892951287772,0.007646998036581585,0.6747720364741642,0.9121621621621622,0.6814814814814815,0.37777777777777777
167,+10,Paranoid (feat. B.o.B),Ty Dolla $ign,https://m.tiktok.com/h5/share/music/7063990515103992623.html?language=en&source=h5_m&u_code=e0chibjgb49i6l&_d=e0chibjgb49i6l&share_music_id=7063990515103992623,468723937,2465,152.0,276.0,400.0,1050.0,2068.0,0.03143418467583497,0.102,0.058,0.035,0.016,0.07192620940045144,0.4259634888438134,0.5077369439071566,0.38095238095238093,0.69,0.38
168,+69,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,https://m.tiktok.com/h5/share/music/7049433595001670406.html?language=en&source=h5_m&u_code=e0ci12g7fm3669&_d=e0ci12g7fm3669&share_music_id=7049433595001670406,450437147,28673,149.0,227.0,273.0,513.0,1350.0,-0.3870967741935484,0.496,0.283,0.035,0.016,0.0028673683617251346,0.01789139608691103,0.38,0.5321637426900585,0.8315018315018315,0.5457875457875457
169,-48,nan,nan,https://m.tiktok.com/h5/share/music/6986556953732418305.html?language=en&source=h5_m&u_code=e0ci4dfh5i4fjm&_d=e0ci4dfh5i4fjm&share_music_id=6986556953732418305,409993826,29114,148.0,375.0,436.0,1078.0,2984.0,-0.43441762854144805,0.496,0.283,0.035,0.016,0.004118409499519068,0.03702685992993062,0.36126005361930297,0.4044526901669759,0.8600917431192661,0.3394495412844037
170,+61,love nwantiti (ah ah ah),CKay,https://m.tiktok.com/h5/share/music/7047170956053662469.html?language=en&source=h5_m&u_code=e0chbmb186m17j&_d=e0chbmb186m17j&share_music_id=7047170956053662469,449066603,16797,148.0,230.0,281.0,552.0,1367.0,-0.3226993865030675,0.303,0.174,0.035,0.016,0.004062976130015281,0.032863011252009286,0.4038039502560351,0.5090579710144928,0.8185053380782918,0.5266903914590747
171,-33,Light Switch,Charlie Puth,https://m.tiktok.com/h5/share/music/7059340492600822555.html?language=en&source=h5_m&u_code=e0chejalb4792m&_d=e0chejalb4792m&share_music_id=7059340492600822555,464499243,24763,147.0,333.0,523.0,1480.0,4952.0,-0.5737327188940092,0.496,0.283,0.035,0.016,0.007826108492318452,0.05976658724710253,0.2988691437802908,0.3533783783783784,0.6367112810707457,0.28107074569789675
172,-57,Love Cycle,Enisa,https://m.tiktok.com/h5/share/music/6872961363598133250.html?language=en&source=h5_m&u_code=e0ci1143ig2a66&_d=e0ci1143ig2a66&share_music_id=6872961363598133250,158019972,106630,147.0,390.0,549.0,1102.0,2816.0,-0.3570595099183197,1.0,1.0,0.273,0.13,0.001551246746245868,0.01033480258838976,0.3913352272727273,0.4981851179673321,0.7103825136612022,0.2677595628415301
173,-31,Fall Into Me,Forest Blakk,https://m.tiktok.com/h5/share/music/7010331107749005314.html?language=en&source=h5_m&u_code=e0ci032jbkd732&_d=e0ci032jbkd732&share_music_id=7010331107749005314,429366145,2515,147.0,327.0,539.0,1380.0,1978.0,1.3076923076923077,0.102,0.058,0.035,0.016,0.0962063732928679,0.5487077534791253,0.6976744186046512,0.39057971014492754,0.6066790352504638,0.2727272727272727
174,+16,Count on Me,Bruno Mars,https://m.tiktok.com/h5/share/music/6655490264183868162.html?language=en&source=h5_m&u_code=e0ci5am8aegd16&_d=e0ci5am8aegd16&share_music_id=6655490264183868162,82413,470768,143.0,286.0,395.0,531.0,929.0,0.3341708542713568,1.0,1.0,0.827,0.381,0.00021726421411794692,0.0011279441253441186,0.5715823466092572,0.743879472693032,0.7240506329113924,0.3620253164556962
175,-63,No Idea,Don Toliver,https://m.tiktok.com/h5/share/music/6941441917431466757.html?language=en&source=h5_m&u_code=e0chlmmichbe34&_d=e0chlmmichbe34&share_music_id=6941441917431466757,342365336,125761,143.0,389.0,770.0,1958.0,5621.0,-0.46546546546546547,1.0,1.0,0.273,0.13,0.002180524381718081,0.015569214621385007,0.34833659491193736,0.39325842696629215,0.5051948051948052,0.18571428571428572
176,N/A,23,Mike WiLL Made-It,https://m.tiktok.com/h5/share/music/10050439.html?language=en&source=h5_m&u_code=e0ci279e26dc9h&_d=e0ci279e26dc9h&share_music_id=10050439,123496111,143,142.0,142.0,142.0,142.0,142.0,0.0,0.102,0.058,0.035,0.016,28.4,0.993006993006993,1.0,1.0,1.0,1.0
177,N/A,Can't Be Friends,Trey Songz,https://m.tiktok.com/h5/share/music/6992306931251563270.html?language=en&source=h5_m&u_code=e0ci28e50bi0jj&_d=e0ci28e50bi0jj&share_music_id=6992306931251563270,413033632,14012,142.0,336.0,429.0,427.0,363.0,-7.671875,0.303,0.174,0.035,0.016,0.006609317525682601,0.03047387953182986,1.1763085399449036,1.0046838407494145,0.7832167832167832,0.331002331002331
178,-47,Neon Guts (feat. Pharrell Williams),Lil Uzi Vert,https://m.tiktok.com/h5/share/music/7042733475153120005.html?language=en&source=h5_m&u_code=e0ci5f08magl14&_d=e0ci5f08magl14&share_music_id=7042733475153120005,445872513,39472,142.0,353.0,633.0,1751.0,4169.0,-0.2758478081058726,0.671,0.382,0.035,0.016,0.005627870574423788,0.04436055938386704,0.42000479731350443,0.36150770988006853,0.5576619273301737,0.22432859399684044
179,-34,Here's Your Perfect,Jamie Miller,https://m.tiktok.com/h5/share/music/7036949490837801729.html?language=en&source=h5_m&u_code=e0chlj48dfm536&_d=e0chlj48dfm536&share_music_id=7036949490837801729,440518886,32662,141.0,319.0,604.0,1685.0,3369.0,0.0005938242280285036,0.671,0.382,0.035,0.016,0.006676974102567209,0.05158900251056273,0.5001484119916889,0.3584569732937685,0.5281456953642384,0.23344370860927152
180,-75,Work,Sonny Digital,https://m.tiktok.com/h5/share/music/6706622374579537921.html?language=en&source=h5_m&u_code=e0chj0l60cileg&_d=e0chj0l60cileg&share_music_id=6706622374579537921,2348864,86915,141.0,403.0,529.0,1764.0,2919.0,0.5272727272727272,1.0,0.818,0.035,0.016,0.002609132891989743,0.02029569119254444,0.60431654676259,0.2998866213151927,0.7618147448015122,0.2665406427221172
181,+60,nan,nan,https://m.tiktok.com/h5/share/music/7009961404815919874.html?language=en&source=h5_m&u_code=e0chhc3kkfei1d&_d=e0chhc3kkfei1d&share_music_id=7009961404815919874,422559091,42478,137.0,213.0,268.0,696.0,1818.0,-0.37967914438502676,0.82,0.478,0.035,0.016,0.0020236583192734304,0.016384952210556053,0.38283828382838286,0.3850574712643678,0.7947761194029851,0.5111940298507462
182,-62,Shape of You,Ed Sheeran,https://m.tiktok.com/h5/share/music/7014907975672269570.html?language=en&source=h5_m&u_code=e0chmi9hb1fe8m&_d=e0chmi9hb1fe8m&share_music_id=7014907975672269570,425714519,62160,137.0,365.0,638.0,1532.0,3256.0,-0.11136890951276102,1.0,0.647,0.035,0.016,0.004035956108570868,0.024646074646074646,0.4705159705159705,0.4164490861618799,0.5721003134796239,0.21473354231974923
