1 Day Post Growth Rank,Change in 1 Day Post Growth Rank,Sound Title,Sound Artist,Sound URL,Sound Sodatone ID,Total Post Count,Post Count 1 Day Delta,Post Count 2 Day Delta,Post Count 3 Day Delta,Post Count 7 Day Delta,Post Count 14 Day Delta,Week Over Week Growth,Chances of Reaching 50K Posts,Chances of Reaching 100K Posts,Chances of Reaching 500K Posts,Chances of Reaching 1M posts,5 Day Post Count Growth Rate,7 Day Delta Over Total Posts,7 Day Delta Over 14 Day Delta,3 Day Delta Over 7 Day Delta,2 Day Delta Over 3 Day Delta,1 Day Delta Over 3 Day Delta
335,-69,Paradise,Coldplay,https://m.tiktok.com/h5/share/music/7020525918921804549.html?language=en&source=h5_m&u_code=e0ci8bjd9mlfjd&_d=e0ci8bjd9mlfjd&share_music_id=7020525918921804549,429210074,24023,50.0,112.0,148.0,334.0,674.0,-0.01764705882352941,0.496,0.283,0.035,0.016,0.0016492256174132046,0.013903342629979602,0.49554896142433236,0.4431137724550898,0.7567567567567568,0.33783783783783783
336,-122,love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],CKay,https://m.tiktok.com/h5/share/music/7058997335879207681.html?language=en&source=h5_m&u_code=e0chii7cihhb2i&_d=e0chii7cihhb2i&share_music_id=7058997335879207681,463080759,3238,50.0,142.0,189.0,484.0,796.0,0.5512820512820513,0.102,0.058,0.035,0.016,0.02336448598130841,0.14947498455836936,0.6080402010050251,0.390495867768595,0.7513227513227513,0.26455026455026454
337,-47,Wavy (feat. Joe Moses),Ty Dolla $ign,https://m.tiktok.com/h5/share/music/248927990196453376.html?language=en&source=h5_m&u_code=e0chbe3dg1gjh6&_d=e0chbe3dg1gjh6&share_music_id=248927990196453376,2370831,23471,50.0,98.0,191.0,429.0,984.0,-0.22702702702702704,0.496,0.283,0.035,0.016,0.00277434206005644,0.018277874824251205,0.43597560975609756,0.44522144522144524,0.5130890052356021,0.2617801047120419
338,+341,Cake,Melanie Martinez,https://m.tiktok.com/h5/share/music/6704983997929244673.html?language=en&source=h5_m&u_code=e0chkce95dc7k4&_d=e0chkce95dc7k4&share_music_id=6704983997929244673,91974740,6639,50.0,105.0,211.0,449.0,719.0,0.662962962962963,0.102,0.058,0.035,0.016,0.010814170292106955,0.06763066726916704,0.6244784422809457,0.46993318485523383,0.4976303317535545,0.23696682464454977
339,-80,Hermit the Frog,MARINA,https://m.tiktok.com/h5/share/music/6972683438755171077.html?language=en&source=h5_m&u_code=e0chm98b3djldh&_d=e0chm98b3djldh&share_music_id=6972683438755171077,402455966,28034,50.0,115.0,131.0,186.0,418.0,-0.19827586206896552,0.496,0.283,0.035,0.016,0.0011896400980378366,0.006634800599272312,0.4449760765550239,0.7043010752688172,0.8778625954198473,0.3816793893129771
340,-26,Dreams and Nightmares,Meek Mill,https://m.tiktok.com/h5/share/music/6704943963389822977.html?language=en&source=h5_m&u_code=e0chflk3l87g7l&_d=e0chflk3l87g7l&share_music_id=6704943963389822977,34997345,6667,50.0,108.0,149.0,290.0,513.0,0.3004484304932735,0.102,0.058,0.035,0.016,0.007117656082221144,0.043497825108744566,0.5653021442495126,0.5137931034482759,0.7248322147651006,0.33557046979865773
341,-36,Just the Way You Are,Bruno Mars,https://m.tiktok.com/h5/share/music/6600737208267705093.html?language=en&source=h5_m&u_code=e0ci4ik563li6i&_d=e0ci4ik563li6i&share_music_id=6600737208267705093,37746889,25698,50.0,79.0,122.0,347.0,731.0,-0.09635416666666667,0.496,0.283,0.035,0.016,0.001634523641937625,0.013502996342127793,0.4746922024623803,0.3515850144092219,0.6475409836065574,0.4098360655737705
342,-33,Marvin Gaye (feat. Meghan Trainor),Charlie Puth,https://m.tiktok.com/h5/share/music/6704980604296890369.html?language=en&source=h5_m&u_code=e0chhgd8ldl024&_d=e0chhgd8ldl024&share_music_id=6704980604296890369,349030430,2216,49.0,92.0,156.0,208.0,227.0,9.947368421052632,0.102,0.058,0.035,0.016,0.01925669170036588,0.09386281588447654,0.9162995594713657,0.75,0.5897435897435898,0.3141025641025641
343,+105,Facts,Kevin Gates,https://m.tiktok.com/h5/share/music/6716432968434321409.html?language=en&source=h5_m&u_code=e0chhjce6afbak&_d=e0chhjce6afbak&share_music_id=6716432968434321409,198380,32822,49.0,54.0,72.0,129.0,326.0,-0.34517766497461927,0.671,0.382,0.035,0.016,0.0005312490458889706,0.003930290658704527,0.39570552147239263,0.5581395348837209,0.75,0.6805555555555556
344,-163,WOW,Tiësto,https://m.tiktok.com/h5/share/music/6596949482506554117.html?language=en&source=h5_m&u_code=e0ci6b1ifm9ibi&_d=e0ci6b1ifm9ibi&share_music_id=6596949482506554117,376006,298366,49.0,119.0,239.0,456.0,785.0,0.3860182370820669,1.0,1.0,0.172,0.211,0.00022538703179369722,0.0015283242728729145,0.5808917197452229,0.5241228070175439,0.497907949790795,0.20502092050209206
345,-35,Grinding All My Life,Nipsey Hussle,https://m.tiktok.com/h5/share/music/6704961294094567425.html?language=en&source=h5_m&u_code=e0ci3bkbb87l8j&_d=e0ci3bkbb87l8j&share_music_id=6704961294094567425,219658472,18053,49.0,91.0,135.0,310.0,656.0,-0.10404624277456648,0.303,0.174,0.035,0.016,0.002478065769204888,0.017171661219741872,0.4725609756097561,0.43548387096774194,0.674074074074074,0.362962962962963
346,+304,It Will Rain,Bruno Mars,https://m.tiktok.com/h5/share/music/224246092488474624.html?language=en&source=h5_m&u_code=e0chf73fdae6dj&_d=e0chf73fdae6dj&share_music_id=224246092488474624,92991115,47313,49.0,141.0,222.0,567.0,1894.0,-0.5727204220045214,0.82,0.478,0.035,0.016,0.0015157240448179106,0.011984021304926764,0.29936642027455124,0.3915343915343915,0.6351351351351351,0.22072072072072071
347,-44,love nwantiti (ah ah ah),CKay,https://m.tiktok.com/h5/share/music/7057567306293054214.html?language=en&source=h5_m&u_code=e0che733h38lhf&_d=e0che733h38lhf&share_music_id=7057567306293054214,461463497,4423,49.0,93.0,145.0,338.0,1103.0,-0.5581699346405229,0.102,0.058,0.035,0.016,0.010981821580447684,0.07641872032557089,0.30643699002719854,0.4289940828402367,0.6413793103448275,0.33793103448275863
348,N/A,Boys Like You - Acoustic,Anna Clendening,https://m.tiktok.com/h5/share/music/228005525278650368.html?language=en&source=h5_m&u_code=e0ci2j25il4je6&_d=e0ci2j25il4je6&share_music_id=228005525278650368,96292,22026,48.0,74.0,98.0,145.0,126.0,-8.631578947368421,0.496,0.283,0.035,0.016,0.001414014249614567,0.006583129029328975,1.1507936507936507,0.6758620689655173,0.7551020408163265,0.4897959183673469
349,+162,Satellites - EP Version,Cash Cash,https://m.tiktok.com/h5/share/music/6999128279894461211.html?language=en&source=h5_m&u_code=e0chi288cbfec5&_d=e0chi288cbfec5&share_music_id=6999128279894461211,416107290,17743,48.0,59.0,84.0,335.0,1049.0,-0.530812324929972,0.303,0.174,0.035,0.016,0.0023248165663026345,0.01888068534069774,0.31935176358436607,0.2507462686567164,0.7023809523809523,0.5714285714285714
350,-93,Photograph,Ed Sheeran,https://m.tiktok.com/h5/share/music/7057282521884576518.html?language=en&source=h5_m&u_code=e0chfk7ag1668e&_d=e0chfk7ag1668e&share_music_id=7057282521884576518,460774718,7384,48.0,113.0,176.0,531.0,1558.0,-0.48296007789678674,0.102,0.058,0.035,0.016,0.008856928672571311,0.07191224268689057,0.34082156611039793,0.3314500941619586,0.6420454545454546,0.2727272727272727
351,+112,Thank You,Kehlani,https://m.tiktok.com/h5/share/music/6933032693730920449.html?language=en&source=h5_m&u_code=e0ci3eeic45gmh&_d=e0ci3eeic45gmh&share_music_id=6933032693730920449,308955701,12949,48.0,65.0,109.0,159.0,277.0,0.3474576271186441,0.303,0.174,0.035,0.016,0.002131798023807643,0.012278940458722682,0.5740072202166066,0.6855345911949685,0.5963302752293578,0.44036697247706424
352,+23,Make It Bun Dem,Skrillex,https://m.tiktok.com/h5/share/music/7046368358563908379.html?language=en&source=h5_m&u_code=e0ci3518hc5a05&_d=e0ci3518hc5a05&share_music_id=7046368358563908379,448788887,9193,48.0,76.0,94.0,239.0,762.0,-0.5430210325047801,0.102,0.058,0.035,0.016,0.003475506478079952,0.025998041988469486,0.3136482939632546,0.39330543933054396,0.8085106382978723,0.5106382978723404
353,+18,Photograph,Ed Sheeran,https://m.tiktok.com/h5/share/music/6890540684265556738.html?language=en&source=h5_m&u_code=e0ci34e6lha4ih&_d=e0ci34e6lha4ih&share_music_id=6890540684265556738,228465076,63396,48.0,90.0,119.0,280.0,1381.0,-0.745685740236149,1.0,0.647,0.035,0.016,0.0005973885585866803,0.004416682440532525,0.20275162925416365,0.425,0.7563025210084033,0.40336134453781514
354,-3,BOOM,Tiësto,https://m.tiktok.com/h5/share/music/6593282548213025549.html?language=en&source=h5_m&u_code=e0chg7c1cf3mgk&_d=e0chg7c1cf3mgk&share_music_id=6593282548213025549,391852798,15513,48.0,81.0,113.0,295.0,568.0,0.08058608058608059,0.303,0.174,0.035,0.016,0.002637699614090159,0.019016308902211048,0.5193661971830986,0.38305084745762713,0.7168141592920354,0.4247787610619469
355,+315,Drip 4 Sale,Plies,https://m.tiktok.com/h5/share/music/6755993955948562433.html?language=en&source=h5_m&u_code=e0ci6kfd6bg2hb&_d=e0ci6kfd6bg2hb&share_music_id=6755993955948562433,65762332,55916,48.0,101.0,152.0,382.0,784.0,-0.04975124378109453,1.0,0.58,0.035,0.016,0.0010043834161949652,0.006831676085556907,0.4872448979591837,0.39790575916230364,0.6644736842105263,0.3157894736842105
356,-94,Photoshoot,Gucci Mane,https://m.tiktok.com/h5/share/music/230910198494683136.html?language=en&source=h5_m&u_code=e0chgmfg9e5e1a&_d=e0chgmfg9e5e1a&share_music_id=230910198494683136,95097576,5312,47.0,85.0,149.0,290.0,402.0,1.5892857142857142,0.102,0.058,0.035,0.016,0.009450404740694873,0.0545933734939759,0.7213930348258707,0.5137931034482759,0.5704697986577181,0.31543624161073824
357,-19,Liefdesverdriet / Weekend,NoCap,https://m.tiktok.com/h5/share/music/7020463204140714757.html?language=en&source=h5_m&u_code=e0chdh579fl1ag&_d=e0chdh579fl1ag&share_music_id=7020463204140714757,429149397,6970,47.0,82.0,118.0,271.0,789.0,-0.4768339768339768,0.102,0.058,0.035,0.016,0.005662414990805899,0.038880918220946914,0.34347275031685676,0.4354243542435424,0.6949152542372882,0.3983050847457627
358,+258,Screwball,Teenage Disaster,https://m.tiktok.com/h5/share/music/7063236049795009327.html?language=en&source=h5_m&u_code=e0chhe902k2bh9&_d=e0chhe902k2bh9&share_music_id=7063236049795009327,467943863,475,47.0,61.0,105.0,313.0,340.0,10.592592592592593,0.102,0.058,0.035,0.016,0.17965496728138025,0.6589473684210526,0.9205882352941176,0.3354632587859425,0.580952380952381,0.44761904761904764
359,+113,Versace On The Floor,Bruno Mars,https://m.tiktok.com/h5/share/music/6704975492606330882.html?language=en&source=h5_m&u_code=e0chhkga8c11j8&_d=e0chhkga8c11j8&share_music_id=6704975492606330882,75740187,63752,46.0,62.0,83.0,202.0,477.0,-0.26545454545454544,1.0,0.647,0.035,0.016,0.0004995460100725384,0.0031685280461789434,0.42348008385744235,0.41089108910891087,0.7469879518072289,0.5542168674698795
360,+77,Hi Bich,Bhad Bhabie,https://m.tiktok.com/h5/share/music/6889144207907359489.html?language=en&source=h5_m&u_code=e0ci32530d3f18&_d=e0ci32530d3f18&share_music_id=6889144207907359489,196169697,21525,46.0,66.0,110.0,372.0,894.0,-0.28735632183908044,0.496,0.283,0.035,0.016,0.002064764467365544,0.017282229965156794,0.4161073825503356,0.2956989247311828,0.6,0.41818181818181815
361,+51,23,Mike WiLL Made-It,https://m.tiktok.com/h5/share/music/6951153682012474118.html?language=en&source=h5_m&u_code=e0chj5dcm7fmbh&_d=e0chj5dcm7fmbh&share_music_id=6951153682012474118,392369342,11307,46.0,69.0,150.0,633.0,749.0,4.456896551724138,0.303,0.174,0.035,0.016,0.008139890867834957,0.05598301936853277,0.8451268357810414,0.23696682464454977,0.46,0.30666666666666664
362,-102,Unstoppable,Sia,https://m.tiktok.com/h5/share/music/7059145208394894086.html?language=en&source=h5_m&u_code=e0chc95dij49a6&_d=e0chc95dij49a6&share_music_id=7059145208394894086,463930558,1974,46.0,111.0,169.0,348.0,823.0,-0.2673684210526316,0.102,0.058,0.035,0.016,0.027181688125894058,0.1762917933130699,0.42284325637910086,0.48563218390804597,0.6568047337278107,0.27218934911242604
363,+33,Selfish,PnB Rock,https://m.tiktok.com/h5/share/music/7061727381479787311.html?language=en&source=h5_m&u_code=e0ci8dheaa384a&_d=e0ci8dheaa384a&share_music_id=7061727381479787311,466493148,1185,46.0,72.0,113.0,328.0,855.0,-0.3776091081593928,0.102,0.058,0.035,0.016,0.0423728813559322,0.2767932489451477,0.38362573099415204,0.3445121951219512,0.6371681415929203,0.40707964601769914
364,-80,Perfect,Ed Sheeran,https://m.tiktok.com/h5/share/music/6557529188138488832.html?language=en&source=h5_m&u_code=e0ci64gdl8lej2&_d=e0ci64gdl8lej2&share_music_id=6557529188138488832,202917,227762,46.0,81.0,133.0,244.0,639.0,-0.3822784810126582,1.0,1.0,0.172,0.211,0.0001089344715229367,0.001071293718881991,0.38184663536776214,0.5450819672131147,0.6090225563909775,0.3458646616541353
365,+272,How You Been,YoungBoy Never Broke Again,https://m.tiktok.com/h5/share/music/7055769524737739525.html?language=en&source=h5_m&u_code=e0ci1ikb8i4a6k&_d=e0ci1ikb8i4a6k&share_music_id=7055769524737739525,459479052,1129,46.0,123.0,197.0,467.0,989.0,-0.1053639846743295,0.102,0.058,0.035,0.016,0.06794462193823211,0.4136403897254207,0.47219413549039435,0.42184154175588867,0.6243654822335025,0.233502538071066
366,+285,"Bands (feat. OhGeesy, Fenix Flexin & Master Kato)",Shoreline Mafia,https://m.tiktok.com/h5/share/music/6755899528504674305.html?language=en&source=h5_m&u_code=e0ci3bef3kf8e0&_d=e0ci3bef3kf8e0&share_music_id=6755899528504674305,35725412,8814,45.0,110.0,167.0,397.0,739.0,0.1608187134502924,0.102,0.058,0.035,0.016,0.006451165371809017,0.04504197867029725,0.5372124492557511,0.42065491183879095,0.6586826347305389,0.2694610778443114
367,+87,The Principal,Melanie Martinez,https://m.tiktok.com/h5/share/music/6733653124122168069.html?language=en&source=h5_m&u_code=e0chgm78a1lafi&_d=e0chgm78a1lafi&share_music_id=6733653124122168069,2347100,133147,44.0,53.0,70.0,385.0,1328.0,-0.591728525980912,1.0,1.0,0.273,0.13,0.00033523046718804644,0.0028915409284475052,0.28990963855421686,0.18181818181818182,0.7571428571428571,0.6285714285714286
368,+316,Unstoppable (feat. Pusha T & Olodum) - Perfect Isn't Pretty Mix - Ariel Rechtshaid Version,Sia,https://m.tiktok.com/h5/share/music/232301356378624000.html?language=en&source=h5_m&u_code=e0chifa2178j70&_d=e0chifa2178j70&share_music_id=232301356378624000,194246466,14983,44.0,69.0,115.0,258.0,375.0,1.205128205128205,0.303,0.174,0.035,0.016,0.0030972259628332883,0.01721951545084429,0.688,0.44573643410852715,0.6,0.3826086956521739
369,+158,Ranada,YoungBoy Never Broke Again,https://m.tiktok.com/h5/share/music/7033520166365481774.html?language=en&source=h5_m&u_code=e0chh0h7eab9i9&_d=e0chh0h7eab9i9&share_music_id=7033520166365481774,449202451,26158,44.0,51.0,110.0,316.0,854.0,-0.41263940520446096,0.496,0.283,0.035,0.016,0.0012817167329271285,0.012080434283966664,0.3700234192037471,0.34810126582278483,0.4636363636363636,0.4
370,N/A,At My Worst (feat. Kehlani),Pink Sweat$,https://m.tiktok.com/h5/share/music/7026803521597082394.html?language=en&source=h5_m&u_code=e0ci38ki37a657&_d=e0ci38ki37a657&share_music_id=7026803521597082394,443504197,5123,44.0,58.0,75.0,115.0,226.0,0.036036036036036036,0.102,0.058,0.035,0.016,0.00376133349170527,0.02244778450126879,0.5088495575221239,0.6521739130434783,0.7733333333333333,0.5866666666666667
371,+202,Sparks,Coldplay,https://m.tiktok.com/h5/share/music/7053871565548555054.html?language=en&source=h5_m&u_code=e0chh3l596k281&_d=e0chh3l596k281&share_music_id=7053871565548555054,457115780,118069,44.0,33.0,2.0,246.0,110.0,-2.8088235294117645,1.0,1.0,0.273,0.13,8.810662256812318e-05,0.002083527428876335,2.2363636363636363,0.008130081300813009,16.5,22.0
372,-105,Lucky,Jason Mraz,https://m.tiktok.com/h5/share/music/6655495157053393666.html?language=en&source=h5_m&u_code=e0chdam72jl8ie&_d=e0chdam72jl8ie&share_music_id=6655495157053393666,185146200,46591,43.0,83.0,144.0,350.0,572.0,0.5765765765765766,0.82,0.478,0.035,0.016,0.0012058050902200594,0.007512180464038119,0.6118881118881119,0.4114285714285714,0.5763888888888888,0.2986111111111111
373,-257,love nwantiti (ah ah ah),CKay,https://m.tiktok.com/h5/share/music/7012596298972941058.html?language=en&source=h5_m&u_code=e0chh570fdje99&_d=e0chh570fdje99&share_music_id=7012596298972941058,425133868,218595,43.0,286.0,561.0,2030.0,3085.0,0.9241706161137441,1.0,1.0,0.172,0.211,0.001032004997656202,0.009286580205402685,0.6580226904376013,0.27635467980295564,0.5098039215686274,0.0766488413547237
374,+17,The Family Jewels,MARINA,https://m.tiktok.com/h5/share/music/7004672248757930757.html?language=en&source=h5_m&u_code=e0chdcfd597g0l&_d=e0chdcfd597g0l&share_music_id=7004672248757930757,420683460,36845,43.0,69.0,85.0,287.0,726.0,-0.3462414578587699,0.671,0.382,0.035,0.016,0.0010233965879521874,0.007789387976658977,0.3953168044077135,0.2961672473867596,0.8117647058823529,0.5058823529411764
375,+185,Down Below,Roddy Ricch,https://m.tiktok.com/h5/share/music/6704966442111993858.html?language=en&source=h5_m&u_code=e0chk5g323gd6j&_d=e0chk5g323gd6j&share_music_id=6704966442111993858,169489170,25799,43.0,40.0,59.0,136.0,280.0,-0.05555555555555555,0.496,0.283,0.035,0.016,0.0008395000310926786,0.005271522152021396,0.4857142857142857,0.4338235294117647,0.6779661016949152,0.7288135593220338
376,-48,love nwantiti (ah ah ah),CKay,https://m.tiktok.com/h5/share/music/7023138659553577733.html?language=en&source=h5_m&u_code=e0chlda27e6hc8&_d=e0chlda27e6hc8&share_music_id=7023138659553577733,431668433,62700,43.0,79.0,181.0,299.0,2169.0,-0.8401069518716577,1.0,0.647,0.035,0.016,0.0007995778229095038,0.004768740031897927,0.13785154449054865,0.6053511705685619,0.43646408839779005,0.23756906077348067
377,+248,Sugar (feat. Francesco Yates),Robin Schulz,https://m.tiktok.com/h5/share/music/6705009006181615617.html?language=en&source=h5_m&u_code=e0chmh5jeaahid&_d=e0chmh5jeaahid&share_music_id=6705009006181615617,54437817,14873,43.0,92.0,142.0,333.0,553.0,0.5136363636363637,0.303,0.174,0.035,0.016,0.003135391923990548,0.022389564983527198,0.6021699819168174,0.4264264264264264,0.647887323943662,0.3028169014084507
378,-67,abc (nicer),GAYLE,https://m.tiktok.com/h5/share/music/7062376263495027457.html?language=en&source=h5_m&u_code=e0ci8lbdmfl9d6&_d=e0ci8lbdmfl9d6&share_music_id=7062376263495027457,467135361,1610,43.0,85.0,133.0,414.0,978.0,-0.26595744680851063,0.102,0.058,0.035,0.016,0.03390061266167458,0.2571428571428571,0.4233128834355828,0.321256038647343,0.6390977443609023,0.3233082706766917
379,-81,Dreams and Nightmares,Meek Mill,https://m.tiktok.com/h5/share/music/6704935839404656641.html?language=en&source=h5_m&u_code=e0ci61a16ki34h&_d=e0ci61a16ki34h&share_music_id=6704935839404656641,21593754,11444,43.0,84.0,129.0,238.0,472.0,0.017094017094017096,0.303,0.174,0.035,0.016,0.003320205570174696,0.02079692415239427,0.5042372881355932,0.542016806722689,0.6511627906976745,0.3333333333333333
380,-112,On the Low,Burna Boy,https://m.tiktok.com/h5/share/music/6704971120367372289.html?language=en&source=h5_m&u_code=e0ci4h2182b527&_d=e0ci4h2182b527&share_music_id=6704971120367372289,41449848,17258,43.0,77.0,139.0,289.0,609.0,-0.096875,0.303,0.174,0.035,0.016,0.002334839304684855,0.01674585699385792,0.4745484400656814,0.4809688581314879,0.5539568345323741,0.30935251798561153
381,-139,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,https://m.tiktok.com/h5/share/music/7037378333209873157.html?language=en&source=h5_m&u_code=e0ci1ka751549c&_d=e0ci1ka751549c&share_music_id=7037378333209873157,441219523,4072,42.0,116.0,179.0,319.0,645.0,-0.02147239263803681,0.102,0.058,0.035,0.016,0.01316126389102271,0.07833988212180747,0.4945736434108527,0.5611285266457681,0.6480446927374302,0.2346368715083799
382,-80,Gold (feat. Lil Wayne) - Remix,Kiiara,https://m.tiktok.com/h5/share/music/6704976358260344834.html?language=en&source=h5_m&u_code=e0cheel6940im6&_d=e0cheel6940im6&share_music_id=6704976358260344834,60615381,12443,42.0,72.0,118.0,301.0,567.0,0.13157894736842105,0.303,0.174,0.035,0.016,0.0033756917733742606,0.024190307803584346,0.5308641975308642,0.3920265780730897,0.6101694915254238,0.3559322033898305
383,N/A,Jenny (I Wanna Ruin Our Friendship),Studio Killers,https://m.tiktok.com/h5/share/music/7066839789676333829.html?language=en&source=h5_m&u_code=e0ci2fbj0jd5k1&_d=e0ci2fbj0jd5k1&share_music_id=7066839789676333829,471931641,965,41.0,90.0,275.0,680.0,nan,nan,0.102,0.058,0.035,0.016,0.13948256467941497,0.7046632124352331,nan,0.40441176470588236,0.32727272727272727,0.14909090909090908
384,+107,Thru Your Phone,Cardi B,https://m.tiktok.com/h5/share/music/6857350444059036421.html?language=en&source=h5_m&u_code=e0chi64ebjbief&_d=e0chi64ebjbief&share_music_id=6857350444059036421,155419478,24273,41.0,60.0,75.0,176.0,332.0,0.1282051282051282,0.496,0.283,0.035,0.016,0.0010666269782209352,0.007250854859308697,0.5301204819277109,0.42613636363636365,0.8,0.5466666666666666
385,N/A,Neon Guts (feat. Pharrell Williams),Lil Uzi Vert,https://m.tiktok.com/h5/share/music/7038630601955904262.html?language=en&source=h5_m&u_code=e0ci2l6cm82bde&_d=e0ci2l6cm82bde&share_music_id=7038630601955904262,445611775,204936,41.0,-125.0,250.0,278.0,989.0,-0.6090014064697609,1.0,1.0,0.172,0.211,0.00042301432387059434,0.0013565210602334388,0.2810920121334681,0.8992805755395683,-0.5,0.164
386,N/A,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,https://m.tiktok.com/h5/share/music/7041836050389486363.html?language=en&source=h5_m&u_code=e0ci1ka751549c&_d=e0ci1ka751549c&share_music_id=7041836050389486363,444667688,1616,40.0,58.0,80.0,129.0,205.0,0.6973684210526315,0.102,0.058,0.035,0.016,0.01415952195375434,0.07982673267326733,0.6292682926829268,0.6201550387596899,0.725,0.5
387,+240,Solo (feat. Demi Lovato),Clean Bandit,https://m.tiktok.com/h5/share/music/6704980197709449218.html?language=en&source=h5_m&u_code=e0ci0ha3c6975h&_d=e0ci0ha3c6975h&share_music_id=6704980197709449218,103462146,19037,40.0,50.0,78.0,125.0,205.0,0.5625,0.303,0.174,0.035,0.016,0.0009913206711453398,0.006566160634553763,0.6097560975609756,0.624,0.6410256410256411,0.5128205128205128
388,N/A,nan,nan,https://m.tiktok.com/h5/share/music/7066545341218162689.html?language=en&source=h5_m&u_code=e0ci1gfa0374k0&_d=e0ci1gfa0374k0&share_music_id=7066545341218162689,471826161,481,40.0,80.0,121.0,318.0,nan,nan,0.102,0.058,0.035,0.016,0.10054644808743173,0.6611226611226612,nan,0.3805031446540881,0.6611570247933884,0.3305785123966942
389,+4,Primadonna,MARINA,https://m.tiktok.com/h5/share/music/6491866609387637517.html?language=en&source=h5_m&u_code=e0chlbf6hgejhf&_d=e0chlbf6hgejhf&share_music_id=6491866609387637517,985612,13167,40.0,66.0,86.0,242.0,493.0,-0.035856573705179286,0.303,0.174,0.035,0.016,0.002570890783050512,0.018379281537176273,0.4908722109533469,0.35537190082644626,0.7674418604651163,0.46511627906976744
390,-91,Jenny (I Wanna Ruin Our Friendship),Studio Killers,https://m.tiktok.com/h5/share/music/7021969226680584966.html?language=en&source=h5_m&u_code=e0ci63hh12009h&_d=e0ci63hh12009h&share_music_id=7021969226680584966,430672595,33710,39.0,87.0,260.0,257.0,224.0,-8.787878787878787,0.671,0.382,0.035,0.016,0.001545170893514328,0.007623850489469001,1.1473214285714286,1.0116731517509727,0.3346153846153846,0.15
391,+254,Felony,CKay,https://m.tiktok.com/h5/share/music/6901230868371605505.html?language=en&source=h5_m&u_code=e0chhb3dl4ijb5&_d=e0chhb3dl4ijb5&share_music_id=6901230868371605505,236628435,21062,39.0,82.0,93.0,204.0,342.0,0.4782608695652174,0.496,0.283,0.035,0.016,0.0015552693096702707,0.009685689868008737,0.5964912280701754,0.45588235294117646,0.8817204301075269,0.41935483870967744
392,+214,8 Letters,Why Don't We,https://m.tiktok.com/h5/share/music/6588029439597087490.html?language=en&source=h5_m&u_code=e0chi62m80bild&_d=e0chi62m80bild&share_music_id=6588029439597087490,1846024,39972,39.0,61.0,97.0,198.0,303.0,0.8857142857142857,0.671,0.382,0.035,0.016,0.0006669341089158195,0.00495346742719904,0.6534653465346535,0.4898989898989899,0.6288659793814433,0.4020618556701031
393,-230,Water Fountain,Alec Benjamin,https://m.tiktok.com/h5/share/music/7013708202009168642.html?language=en&source=h5_m&u_code=e0chg2l7i655g7&_d=e0chg2l7i655g7&share_music_id=7013708202009168642,425585230,77733,39.0,186.0,291.0,155.0,-632.0,-1.1969504447268107,1.0,0.72,0.035,0.016,0.0005236223315895326,0.0019940051200905665,-0.24525316455696203,1.8774193548387097,0.6391752577319587,0.13402061855670103
394,-79,Red Down,Killumantii,https://m.tiktok.com/h5/share/music/6852399977184938757.html?language=en&source=h5_m&u_code=e0chcifhghc328&_d=e0chcifhghc328&share_music_id=6852399977184938757,100397572,36448,39.0,23.0,64.0,120.0,432.0,-0.6153846153846154,0.671,0.382,0.035,0.016,0.0006321842239801219,0.003292361720807726,0.2777777777777778,0.5333333333333333,0.359375,0.609375
395,+146,abcdefu,GAYLE,https://m.tiktok.com/h5/share/music/7045231727140162305.html?language=en&source=h5_m&u_code=e0chmj24dmci5m&_d=e0chmj24dmci5m&share_music_id=7045231727140162305,447159582,330,39.0,69.0,73.0,168.0,202.0,3.9411764705882355,0.102,0.058,0.035,0.016,0.10823909531502417,0.509090909090909,0.8316831683168316,0.43452380952380953,0.9452054794520548,0.5342465753424658
396,-205,That's What I Like,Bruno Mars,https://m.tiktok.com/h5/share/music/7046082568797686533.html?language=en&source=h5_m&u_code=e0chhc8b8g4a14&_d=e0chhc8b8g4a14&share_music_id=7046082568797686533,447894521,37779,38.0,146.0,257.0,538.0,1554.0,-0.4704724409448819,0.671,0.382,0.035,0.016,0.0021792412617221576,0.014240715741549538,0.3462033462033462,0.47769516728624534,0.5680933852140078,0.14785992217898833
397,+256,20 Min,Lil Uzi Vert,https://m.tiktok.com/h5/share/music/299859461484310528.html?language=en&source=h5_m&u_code=e0chd7dh5hfi01&_d=e0chd7dh5hfi01&share_music_id=299859461484310528,218597271,18248,38.0,45.0,79.0,157.0,261.0,0.5096153846153846,0.303,0.174,0.035,0.016,0.0013315432696538586,0.008603682595352916,0.6015325670498084,0.5031847133757962,0.569620253164557,0.4810126582278481
398,-8,Tyler Herro,Jack Harlow,https://m.tiktok.com/h5/share/music/6886559092781877249.html?language=en&source=h5_m&u_code=e0che77g04m73b&_d=e0che77g04m73b&share_music_id=6886559092781877249,189146642,25486,38.0,64.0,108.0,187.0,381.0,-0.03608247422680412,0.496,0.283,0.035,0.016,0.0011263922365582094,0.007337361688770305,0.49081364829396323,0.5775401069518716,0.5925925925925926,0.35185185185185186
