1 Day Post Growth Rank,Change in 1 Day Post Growth Rank,Sound Title,Sound Artist,Sound URL,Sound Sodatone ID,Total Post Count,Post Count 1 Day Delta,Post Count 2 Day Delta,Post Count 3 Day Delta,3 Day Post Growth Rank,Change in 3 Day Post Growth Rank,Post Count 7 Day Delta,7 Day Post Growth Rank,Change in 7 Day Post Growth Rank,Post Count 14 Day Delta,Week Over Week Growth,Chances of Reaching 50K Posts,Chances of Reaching 100K Posts,Chances of Reaching 500K Posts,Chances of Reaching 1M posts,5 Day Post Count Growth Rate,7 Day Delta Over Total Posts,7 Day Delta Over 14 Day Delta,3 Day Delta Over 7 Day Delta,2 Day Delta Over 3 Day Delta,1 Day Delta Over 3 Day Delta
562,+67,Truth Hurts,Lizzo,https://www.tiktok.com/music/lizzie-mcguire-you-are-an-outfit-repeater-6944063436456282886?_r=1&language=en&source=h5_m&u_code=e0ci2l6cm82bde&_d=e0ci2l6cm82bde&share_music_id=6944063436456282886,356544953,1266,8.0,18.0,31.0,0,0,106.0,0,0,273.0,-0.3652694610778443,0.102,0.058,0.035,0.016,0.01104075336905353,0.08372827804107424,0.3882783882783883,0.29245283018867924,0.5806451612903226,0.25806451612903225
563,+78,If We Have Each Other,Alec Benjamin,https://www.tiktok.com/music/original-sound-6975115050327509765?_r=1&language=en&source=h5_m&u_code=e0ci87agkhf8ga&_d=e0ci87agkhf8ga&share_music_id=6975115050327509765,404447643,1264,8.0,16.0,34.0,0,0,118.0,0,0,97.0,-6.619047619047619,0.102,0.058,0.035,0.016,0.018737672583826394,0.09335443037974683,1.2164948453608246,0.288135593220339,0.47058823529411764,0.23529411764705882
564,-76,Treasure,Bruno Mars,https://m.tiktok.com/h5/share/music/7064765641735703342.html?language=en&source=h5_m&u_code=e0ci7jfm5hd77k&_d=e0ci7jfm5hd77k&share_music_id=7064765641735703342,469693425,974,8.0,33.0,36.0,0,0,196.0,0,0,903.0,-0.7227722772277227,0.102,0.058,0.035,0.016,0.020923209663502994,0.20123203285420946,0.21705426356589147,0.1836734693877551,0.9166666666666666,0.2222222222222222
565,+123,Beautiful (feat. Camila Cabello),Bazzi,https://m.tiktok.com/h5/share/music/6560837544676692992.html?language=en&source=h5_m&u_code=e0ci8019bl4fj3&_d=e0ci8019bl4fj3&share_music_id=6560837544676692992,1111438,98406,8.0,2.0,25.0,0,0,88.0,0,0,163.0,0.17333333333333334,1.0,0.909,0.035,0.016,0.00014027840180209878,0.000894254415381176,0.5398773006134969,0.2840909090909091,0.08,0.32
566,N/A,In God I Trust,Kevin Gates,https://m.tiktok.com/h5/share/music/6704931748217620481.html?language=en&source=h5_m&u_code=e0ci1bbm9i9emg&_d=e0ci1bbm9i9emg&share_music_id=6704931748217620481,227643442,1306,8.0,14.0,34.0,0,0,106.0,0,0,nan,nan,0.102,0.058,0.035,0.016,0.00974076983503542,0.08116385911179173,nan,0.32075471698113206,0.4117647058823529,0.23529411764705882
567,-207,Hi Bich,Bhad Bhabie,https://m.tiktok.com/h5/share/music/6889144207907359489.html?language=en&source=h5_m&u_code=e0ci32530d3f18&_d=e0ci32530d3f18&share_music_id=6889144207907359489,196169697,21533,8.0,54.0,74.0,0,0,304.0,0,0,826.0,-0.41762452107279696,0.496,0.283,0.035,0.016,0.0014544912077871562,0.0141178656016347,0.36803874092009686,0.24342105263157895,0.7297297297297297,0.10810810810810811
568,-269,MONSTERS,Shinedown,https://m.tiktok.com/h5/share/music/6704951479364503553.html?language=en&source=h5_m&u_code=e0chmaf8hg74ec&_d=e0chmaf8hg74ec&share_music_id=6704951479364503553,51216873,60992,7.0,69.0,120.0,0,0,286.0,0,0,613.0,-0.12538226299694188,1.0,0.647,0.035,0.016,0.0006899134651396582,0.004689139559286464,0.466557911908646,0.4195804195804196,0.575,0.058333333333333334
569,-26,Angel By The Wings,Sia,https://www.tiktok.com/music/sonido-original-6959728165719771910?_r=1&language=en&source=h5_m&u_code=e0chdjc51fgegj&_d=e0chdjc51fgegj&share_music_id=6959728165719771910,407111842,5836,7.0,26.0,76.0,0,0,152.0,0,0,213.0,1.4918032786885247,0.102,0.058,0.035,0.016,0.0041977450130095085,0.02604523646333105,0.7136150234741784,0.5,0.34210526315789475,0.09210526315789473
570,-60,Feel It Still,Portugal. The Man,https://m.tiktok.com/h5/share/music/6704984461198493698.html?language=en&source=h5_m&u_code=e0chm9jllf576b&_d=e0chm9jllf576b&share_music_id=6704984461198493698,43533868,5415,7.0,29.0,38.0,0,0,96.0,0,0,169.0,0.3150684931506849,0.102,0.058,0.035,0.016,0.0024547178934058705,0.01772853185595568,0.5680473372781065,0.3958333333333333,0.7631578947368421,0.18421052631578946
571,+13,Pity Party,Melanie Martinez,https://www.tiktok.com/music/original-sound-6994891865678023430?_r=1&language=en&source=h5_m&u_code=e0chj7c85g25ab&_d=e0chj7c85g25ab&share_music_id=6994891865678023430,414447301,45736,7.0,22.0,55.0,0,0,162.0,0,0,301.0,0.16546762589928057,0.82,0.478,0.035,0.016,0.0008586285599135319,0.003542067517928984,0.5382059800664452,0.3395061728395062,0.4,0.12727272727272726
572,-143,Gold (feat. Lil Wayne) - Remix,Kiiara,https://m.tiktok.com/h5/share/music/6898707914207382278.html?language=en&source=h5_m&u_code=e0ci7cj236jhdd&_d=e0ci7cj236jhdd&share_music_id=6898707914207382278,225051183,52116,7.0,40.0,53.0,0,0,90.0,0,0,182.0,-0.021739130434782608,1.0,0.58,0.035,0.016,0.0002727014341791757,0.001726916877734285,0.4945054945054945,0.5888888888888889,0.7547169811320755,0.1320754716981132
573,+3,Because of You,Kelly Clarkson,https://m.tiktok.com/h5/share/music/222333739819945984.html?language=en&source=h5_m&u_code=e0ci0fagdk31ei&_d=e0ci0fagdk31ei&share_music_id=222333739819945984,109616140,28150,6.0,22.0,40.0,0,0,100.0,0,0,321.0,-0.5475113122171946,0.496,0.283,0.035,0.016,0.00048374475350354074,0.003552397868561279,0.3115264797507788,0.4,0.55,0.15
574,+72,Symphony (feat. Zara Larsson) - Dash Berlin Remix,Clean Bandit,https://m.tiktok.com/h5/share/music/6705013824711297025.html?language=en&source=h5_m&u_code=e0chdjjl30g9ll&_d=e0chdjjl30g9ll&share_music_id=6705013824711297025,147652931,3412,6.0,13.0,26.0,0,0,135.0,0,0,262.0,0.06299212598425197,0.102,0.058,0.035,0.016,0.00533776169859439,0.039566236811254395,0.5152671755725191,0.1925925925925926,0.5,0.23076923076923078
575,+68,Kno One,Kevin Gates,https://m.tiktok.com/h5/share/music/227356840110637056.html?language=en&source=h5_m&u_code=e0chlda27e6hc8&_d=e0chlda27e6hc8&share_music_id=227356840110637056,26898251,12373,6.0,14.0,30.0,0,0,102.0,0,0,180.0,0.3076923076923077,0.303,0.174,0.035,0.016,0.0011183688023729754,0.008243756566717853,0.5666666666666667,0.29411764705882354,0.4666666666666667,0.2
576,-201,Down Below,Roddy Ricch,https://m.tiktok.com/h5/share/music/6704966442111993858.html?language=en&source=h5_m&u_code=e0chk5g323gd6j&_d=e0chk5g323gd6j&share_music_id=6704966442111993858,169489170,25805,6.0,49.0,46.0,0,0,126.0,0,0,281.0,-0.1870967741935484,0.496,0.283,0.035,0.016,0.0007999627201838572,0.004882774656074404,0.4483985765124555,0.36507936507936506,1.065217391304348,0.13043478260869565
577,-151,Time for That,Kevin Gates,https://m.tiktok.com/h5/share/music/227382189691363329.html?language=en&source=h5_m&u_code=e0ci4h87d20dc3&_d=e0ci4h87d20dc3&share_music_id=227382189691363329,1063666,37377,6.0,40.0,69.0,0,0,152.0,0,0,240.0,0.7272727272727273,0.671,0.382,0.035,0.016,0.0007022396620673819,0.0040666720175509,0.6333333333333333,0.45394736842105265,0.5797101449275363,0.08695652173913043
578,N/A,Play Date,Melanie Martinez,https://www.tiktok.com/music/suara-asli-%F0%9D%90%92%F0%9D%90%AD%F0%9D%90%A8%F0%9D%90%AB%F0%9D%90%B2%F0%9D%90%9C%F0%9D%90%9A%F0%9D%90%9C%F0%9D%90%9A%E2%99%9B-7041721012462832411?_r=1&language=en&source=h5_m&u_code=e0ci1e949l5mj4&_d=e0ci1e949l5mj4&share_music_id=7041721012462832411,444980521,2557,6.0,24.0,45.0,0,0,102.0,0,0,99.0,-35.0,0.102,0.058,0.035,0.016,0.005400254129606063,0.03989049667579194,1.0303030303030303,0.4411764705882353,0.5333333333333333,0.13333333333333333
579,N/A,Wiggle (feat. Snoop Dogg),Jason Derulo,https://m.tiktok.com/h5/share/music/7063520011809786630.html?language=en&source=h5_m&u_code=e0chc4c6jl7hf7&_d=e0chc4c6jl7hf7&share_music_id=7063520011809786630,472708862,467,5.0,28.0,44.0,0,0,163.0,0,0,nan,nan,0.102,0.058,0.035,0.016,0.05410628019323666,0.3490364025695932,nan,0.26993865030674846,0.6363636363636364,0.11363636363636363
580,-156,Dollhouse,Melanie Martinez,https://m.tiktok.com/h5/share/music/7059423150030818053.html?language=en&source=h5_m&u_code=e0chic192igaic&_d=e0chic192igaic&share_music_id=7059423150030818053,463607874,306,5.0,39.0,59.0,0,0,nan,0,0,nan,nan,0.102,0.058,0.035,0.016,0.0,nan,nan,nan,0.6610169491525424,0.0847457627118644
581,-184,20 Min,Lil Uzi Vert,https://m.tiktok.com/h5/share/music/299859461484310528.html?language=en&source=h5_m&u_code=e0chd7dh5hfi01&_d=e0chd7dh5hfi01&share_music_id=299859461484310528,218597271,18253,5.0,43.0,50.0,0,0,144.0,0,0,288.0,0.0,0.303,0.174,0.035,0.016,0.0009780864672395582,0.00788911411822714,0.5,0.3472222222222222,0.86,0.1
582,+73,Twerksum,Pooh Shiesty,https://www.tiktok.com/music/original-sound-6921150071648127750?_r=1&language=en&source=h5_m&u_code=e0ci2e5kf75i7l&_d=e0ci2e5kf75i7l&share_music_id=6921150071648127750,323348256,13026,4.0,10.0,5.0,0,0,164.0,0,0,277.0,0.45132743362831856,0.303,0.174,0.035,0.016,0.0013388528954617223,0.012590204206970674,0.592057761732852,0.03048780487804878,2.0,0.8
583,N/A,Like I'm Gonna Lose You,Jasmine Thompson,https://m.tiktok.com/h5/share/music/7067549889009371909.html?language=en&source=h5_m&u_code=e0chie0mig1k1c&_d=e0chie0mig1k1c&share_music_id=7067549889009371909,472647976,151,4.0,16.0,25.0,0,0,114.0,0,0,nan,nan,0.102,0.058,0.035,0.016,0.06572769953051637,0.7549668874172185,nan,0.21929824561403508,0.64,0.16
584,+50,Smack a Bitch,Rico Nasty,https://m.tiktok.com/h5/share/music/6877427934093691653.html?language=en&source=h5_m&u_code=e0ci6i6aa120de&_d=e0ci6i6aa120de&share_music_id=6877427934093691653,170064182,641,4.0,13.0,20.0,0,0,107.0,0,0,161.0,0.9814814814814815,0.102,0.058,0.035,0.016,0.021838331160365022,0.1669266770670827,0.6645962732919255,0.18691588785046728,0.65,0.2
585,+96,Unstoppable,Sia,https://www.tiktok.com/music/nh%E1%BA%A1c-n%E1%BB%81n-%F0%9D%93%93%F0%9D%93%BE%F0%9D%94%82%F0%9F%8C%BC-6964699606026406657?_r=1&language=en&source=h5_m&u_code=e0chjbc01i2k0g&_d=e0chjbc01i2k0g&share_music_id=6964699606026406657,398894560,1630,4.0,3.0,11.0,0,0,318.0,0,0,385.0,3.746268656716418,0.102,0.058,0.035,0.016,0.0150093808630394,0.1950920245398773,0.825974025974026,0.03459119496855346,0.2727272727272727,0.36363636363636365
586,-71,Photograph,Ed Sheeran,https://www.tiktok.com/music/som-original-6962486532376627973?_r=1&language=en&source=h5_m&u_code=e0che8gb6dek8l&_d=e0che8gb6dek8l&share_music_id=6962486532376627973,404975972,18984,4.0,25.0,36.0,0,0,101.0,0,0,190.0,0.1348314606741573,0.303,0.174,0.035,0.016,0.0006544019083204804,0.005320269700800674,0.531578947368421,0.3564356435643564,0.6944444444444444,0.1111111111111111
587,-20,Freaks & Geeks,Oliver Tree,https://m.tiktok.com/h5/share/music/7059293719078995969.html?language=en&source=h5_m&u_code=e0ci3bkbbd0f2f&_d=e0ci3bkbbd0f2f&share_music_id=7059293719078995969,466543296,1457,4.0,20.0,22.0,0,0,310.0,0,0,1411.0,-0.7184377838328792,0.102,0.058,0.035,0.016,0.004733398301545442,0.2127659574468085,0.21970233876683204,0.07096774193548387,0.9090909090909091,0.18181818181818182
588,-58,Already Best Friends (feat. Chris Brown),Jack Harlow,https://m.tiktok.com/h5/share/music/6904898390581053441.html?language=en&source=h5_m&u_code=e0chc8440g38i7&_d=e0chc8440g38i7&share_music_id=6904898390581053441,238070001,5146,3.0,23.0,47.0,0,0,114.0,0,0,292.0,-0.3595505617977528,0.102,0.058,0.035,0.016,0.002782349713927388,0.022153128643606686,0.3904109589041096,0.41228070175438597,0.48936170212765956,0.06382978723404255
589,-28,War Outside (feat. Lex Amor),Kojey Radical,https://m.tiktok.com/h5/share/music/7009166298147997697.html?language=en&source=h5_m&u_code=e0chhe902jmiig&_d=e0chhe902jmiig&share_music_id=7009166298147997697,422898522,225,3.0,20.0,37.0,0,0,115.0,0,0,117.0,56.5,0.102,0.058,0.035,0.016,0.10939226519337023,0.5111111111111111,0.9829059829059829,0.3217391304347826,0.5405405405405406,0.08108108108108109
590,+95,Leave Some Day,Kevo Muney,https://m.tiktok.com/h5/share/music/7043376901368630062.html?language=en&source=h5_m&u_code=e0ci89h2kgc8h4&_d=e0ci89h2kgc8h4&share_music_id=7043376901368630062,446912348,715,3.0,0.0,24.0,0,0,156.0,0,0,165.0,16.333333333333332,0.102,0.058,0.035,0.016,0.04707692307692311,0.21818181818181817,0.9454545454545454,0.15384615384615385,0.0,0.125
591,-164,Rather Be (feat. Jess Glynne),Clean Bandit,https://www.tiktok.com/music/R-a-t-h-e-r-B-e-6980770019705621254?_r=1&language=en&source=h5_m&u_code=e0chabhkfk1c0j&_d=e0chabhkfk1c0j&share_music_id=6980770019705621254,407219219,20692,3.0,36.0,56.0,0,0,149.0,0,0,404.0,-0.41568627450980394,0.496,0.283,0.035,0.016,0.0011440094623154822,0.007200850570268703,0.3688118811881188,0.37583892617449666,0.6428571428571429,0.05357142857142857
592,-22,Rich Problems,Skooly,https://www.tiktok.com/music/original-sound-6545755038126445568?_r=1&language=en&source=h5_m&u_code=e0ci7109med216&_d=e0ci7109med216&share_music_id=6545755038126445568,322918257,22920,3.0,19.0,45.0,0,0,103.0,0,0,96.0,-15.714285714285714,0.496,0.283,0.035,0.016,0.0009095202280796561,0.004493891797556719,1.0729166666666667,0.4368932038834951,0.4222222222222222,0.06666666666666667
593,+92,Leave Some Day,Kevo Muney,https://m.tiktok.com/h5/share/music/7043376901368630062.html?language=en&source=h5_m&u_code=e0ci89h2kgc8h4&_d=e0ci89h2kgc8h4&share_music_id=7043376901368630062,446912348,715,3.0,0.0,24.0,0,0,156.0,0,0,165.0,16.333333333333332,0.102,0.058,0.035,0.016,0.04707692307692311,0.21818181818181817,0.9454545454545454,0.15384615384615385,0.0,0.125
594,-161,Can I,Kehlani,https://www.tiktok.com/music/original-sound-7047356558728170287?_r=1&language=en&source=h5_m&u_code=e0cheilhlk58e2&_d=e0cheilhlk58e2&share_music_id=7047356558728170287,448751766,29105,2.0,34.0,81.0,0,0,296.0,0,0,744.0,-0.3392857142857143,0.496,0.283,0.035,0.016,0.001696563424575367,0.010170073870468992,0.3978494623655914,0.27364864864864863,0.41975308641975306,0.024691358024691357
595,-224,Sparks,Coldplay,https://www.tiktok.com/music/original-sound-7053871565548555054?_r=1&language=en&source=h5_m&u_code=e0ci64k6520i54&_d=e0ci64k6520i54&share_music_id=7053871565548555054,457115780,118071,2.0,46.0,35.0,0,0,172.0,0,0,7.0,-2.0424242424242425,1.0,1.0,0.273,0.13,3.727259481647255e-05,0.0014567505992157262,24.571428571428573,0.20348837209302326,1.3142857142857143,0.05714285714285714
596,-42,Wave Rider (From Hotel Transylvania 3),Tiësto,https://m.tiktok.com/h5/share/music/6807452010862872578.html?language=en&source=h5_m&u_code=e0ci686kd6fmb1&_d=e0ci686kd6fmb1&share_music_id=6807452010862872578,129642628,8425,2.0,20.0,39.0,0,0,142.0,0,0,407.0,-0.4641509433962264,0.102,0.058,0.035,0.016,0.002291661693442375,0.01685459940652819,0.3488943488943489,0.2746478873239437,0.5128205128205128,0.05128205128205128
597,-74,"Love You More (with Nate Ruess, Gunna & Jeff Bhasker)",Young Thug,https://www.tiktok.com/music/Love-You-More-with-Nate-Ruess-Gunna-Jeff-Bhasker-7019190752916572161?_r=1&language=en&source=h5_m&u_code=e0ci2l0859k4i8&_d=e0ci2l0859k4i8&share_music_id=7019190752916572161,428379645,3831,2.0,23.0,37.0,0,0,107.0,0,0,212.0,0.01904761904761905,0.102,0.058,0.035,0.016,0.004644779900770707,0.027930044374836857,0.5047169811320755,0.34579439252336447,0.6216216216216216,0.05405405405405406
598,+67,Feel It Still (Ofenbach Remix),Portugal. The Man,https://m.tiktok.com/h5/share/music/6766720607401806597.html?language=en&source=h5_m&u_code=e0chj7a7ecg07m&_d=e0chj7a7ecg07m&share_music_id=6766720607401806597,86325117,29745,2.0,6.0,26.0,0,0,132.0,0,0,306.0,-0.2413793103448276,0.496,0.283,0.035,0.016,0.0005317609364378382,0.004437720625315179,0.43137254901960786,0.19696969696969696,0.23076923076923078,0.07692307692307693
599,+64,See You Again (feat. Charlie Puth),Wiz Khalifa,https://m.tiktok.com/h5/share/music/7065353785254005510.html?language=en&source=h5_m&u_code=e0ci76elh0b9ce&_d=e0ci76elh0b9ce&share_music_id=7065353785254005510,470331769,238,1.0,5.0,17.0,0,0,110.0,0,0,nan,nan,0.102,0.058,0.035,0.016,0.037205081669691414,0.46218487394957986,nan,0.15454545454545454,0.29411764705882354,0.058823529411764705
600,+54,Body (Remix) [feat. Capo Plaza & Rondodasosa],Tion Wayne,https://m.tiktok.com/h5/share/music/7000341849718213381.html?language=en&source=h5_m&u_code=e0ci7i5k5i1ik9&_d=e0ci7i5k5i1ik9&share_music_id=7000341849718213381,416884632,389,1.0,7.0,16.0,0,0,82.0,0,0,168.0,-0.046511627906976744,0.102,0.058,0.035,0.016,0.015499732763228252,0.21079691516709512,0.4880952380952381,0.1951219512195122,0.4375,0.0625
601,+48,Dollhouse,Melanie Martinez,https://m.tiktok.com/h5/share/music/7060683960140991237.html?language=en&source=h5_m&u_code=e0cheklhd055e0&_d=e0cheklhd055e0&share_music_id=7060683960140991237,468187985,358,1.0,8.0,12.0,0,0,281.0,0,0,296.0,17.733333333333334,0.102,0.058,0.035,0.016,0.146978021978022,0.7849162011173184,0.9493243243243243,0.042704626334519574,0.6666666666666666,0.08333333333333333
602,+74,Narco Trafficante (feat. Percy Keith),Kevin Gates,https://m.tiktok.com/h5/share/music/7063571865956059951.html?language=en&source=h5_m&u_code=e0chl97dlb6m8e&_d=e0chl97dlb6m8e&share_music_id=7063571865956059951,468331901,723,1.0,10.0,27.0,0,0,136.0,0,0,514.0,-0.6402116402116402,0.102,0.058,0.035,0.016,0.021997105643994277,0.18810511756569848,0.26459143968871596,0.19852941176470587,0.37037037037037035,0.037037037037037035
603,-299,Halfway There (feat. Lena Leon),Tiësto & Dzeko,https://www.tiktok.com/music/original-sound-6935334346266446593?_r=1&language=en&source=h5_m&u_code=e0chh5lh558897&_d=e0chh5lh558897&share_music_id=6935334346266446593,307728902,94032,0.0,60.0,140.0,0,0,537.0,0,0,818.0,0.9110320284697508,1.0,0.909,0.035,0.016,0.0009696819869316705,0.005710821847881572,0.656479217603912,0.260707635009311,0.42857142857142855,0.0
604,+87,Wheels on the Bus,Melanie Martinez,https://www.tiktok.com/music/Im-saying-nothing-6990070080017107718?_r=1&language=en&source=h5_m&u_code=e0ci2d7i95772m&_d=e0ci2d7i95772m&share_music_id=6990070080017107718,458702655,28592,0.0,-18.0,-47.0,0,0,129.0,0,0,584.0,-0.7164835164835165,0.496,0.283,0.035,0.016,0.00032873339721490967,0.0045117515388919975,0.2208904109589041,-0.3643410852713178,0.3829787234042553,-0.0
605,-48,Ranada,YoungBoy Never Broke Again,https://www.tiktok.com/music/original-sound-7045372364204329733?_r=1&language=en&source=h5_m&u_code=e0ci2cb4m5k447&_d=e0ci2cb4m5k447&share_music_id=7045372364204329733,447397605,3480,0.0,18.0,25.0,0,0,129.0,0,0,274.0,-0.1103448275862069,0.102,0.058,0.035,0.016,0.0045884881222047185,0.03706896551724138,0.4708029197080292,0.1937984496124031,0.72,0.0
606,+66,On Fleek,Cardi B,https://m.tiktok.com/h5/share/music/134613784.html?language=en&source=h5_m&u_code=e0chi64ebjbief&_d=e0chi64ebjbief&share_music_id=134613784,67155270,296,0.0,4.0,292.0,0,0,292.0,0,0,292.0,0.0,0.102,0.058,0.035,0.016,0.4866666666666667,0.9864864864864865,1.0,1.0,0.0136986301369863,0.0
607,-73,Wake up In the Sky,Bruno Mars,https://www.tiktok.com/music/som-original-7060928795217316614?_r=1&language=en&source=h5_m&u_code=e0ci0l1g7g52hl&_d=e0ci0l1g7g52hl&share_music_id=7060928795217316614,465463411,6553,-1.0,18.0,38.0,0,0,121.0,0,0,643.0,-0.7681992337164751,0.102,0.058,0.035,0.016,0.002611848574237955,0.018464825270868304,0.18818040435458788,0.3140495867768595,0.47368421052631576,-0.02631578947368421
608,+72,Cake,Melanie Martinez,https://m.tiktok.com/h5/share/music/7066453063178980097.html?language=en&source=h5_m&u_code=e0ci43k3b0339b&_d=e0ci43k3b0339b&share_music_id=7066453063178980097,471468245,178,-1.0,-2.0,-2.0,0,0,74.0,0,0,nan,nan,0.102,0.058,0.035,0.016,0.0,0.4157303370786517,nan,-0.02702702702702703,1.0,0.5
