1 Day Song Growth Rank,Change in 1 Day Song Growth Rank,1 Day Video Count Change,Song Title,Song Artist,Aggregate Video Count,Change in Video Count over Past 7 Days,Aggregate Video Views,Aggregate Video Engagements,Aggregate Sound Count,Top Performing Sound URLs
2902,+65,0.0,Groupie Bitches,Quando Rondo,1.0,0.0,17629.0,1558.0,1.0,['https://m.tiktok.com/h5/share/music/7033870295429565230.html?language=en&source=h5_m&u_code=e0chibjgb49i6l&_d=e0chibjgb49i6l&share_music_id=7033870295429565230']
2903,-1888,0.0,Meet Me Inside,Lin-Manuel Miranda,624.0,4.0,669597.0,118635.0,2.0,"['https://m.tiktok.com/h5/share/music/6704977165290588161.html?language=en&source=h5_m&u_code=e0chfk7ag1668e&_d=e0chfk7ag1668e&share_music_id=6704977165290588161', 'https://m.tiktok.com/h5/share/music/185298491685019648.html?language=en&source=h5_m&u_code=e0ci4l0m1h996d&_d=e0ci4l0m1h996d&share_music_id=185298491685019648']"
2904,+1341,0.0,Stronger (What Doesn't Kill You) - Papercha$er Remix,Kelly Clarkson,6889.0,-14.0,1292630.0,172435.0,5.0,"['https://m.tiktok.com/h5/share/music/6819327253923613446.html?language=en&source=h5_m&u_code=e0ci5a7lim4j99&_d=e0ci5a7lim4j99&share_music_id=6819327253923613446', 'https://m.tiktok.com/h5/share/music/7046794171172473627.html?language=en&source=h5_m&u_code=e0ci3dg4h2flb4&_d=e0ci3dg4h2flb4&share_music_id=7046794171172473627', 'https://m.tiktok.com/h5/share/music/6932440992800934658.html?language=en&source=h5_m&u_code=e0ci4f2l222ek7&_d=e0ci4f2l222ek7&share_music_id=6932440992800934658']"
2905,+413,0.0,Double R (feat. Lil Durk),Ty Dolla $ign,1.0,0.0,20230.0,1841.0,1.0,['https://m.tiktok.com/h5/share/music/6970112611883289349.html?language=en&source=h5_m&u_code=e0chjd8dmd4fej&_d=e0chjd8dmd4fej&share_music_id=6970112611883289349']
2906,+384,0.0,Doin It Wrong - DJ iMarkkeyz Remix,TeaMarrr,2.0,0.0,385.0,40.0,1.0,['https://m.tiktok.com/h5/share/music/6887902162890820357.html?language=en&source=h5_m&u_code=e0chllk7191e42&_d=e0chllk7191e42&share_music_id=6887902162890820357']
2907,+128,0.0,When It's Too Good,BENNETT,67.0,0.0,414667.0,13245.0,1.0,['https://m.tiktok.com/h5/share/music/7049990824881080322.html?language=en&source=h5_m&u_code=e0ci5f5c6d80m4&_d=e0ci5f5c6d80m4&share_music_id=7049990824881080322']
2908,-1580,0.0,Lay It on Me,Vance Joy,152.0,2.0,677063.0,61612.0,2.0,"['https://m.tiktok.com/h5/share/music/6704955930963871745.html?language=en&source=h5_m&u_code=e0ci0e434a4b2l&_d=e0ci0e434a4b2l&share_music_id=6704955930963871745', 'https://m.tiktok.com/h5/share/music/7036908395516922670.html?language=en&source=h5_m&u_code=e0ci7fkbgeabl5&_d=e0ci7fkbgeabl5&share_music_id=7036908395516922670']"
2909,+755,0.0,enemy,Charli XCX,434.0,-3.0,374487.0,23193.0,1.0,['https://m.tiktok.com/h5/share/music/6826908269689178114.html?language=en&source=h5_m&u_code=e0chhfl06186di&_d=e0chhfl06186di&share_music_id=6826908269689178114']
2910,+299,0.0,Another Day Gone (feat. Khalid),A Boogie Wit da Hoodie,36.0,0.0,89957.0,8144.0,2.0,"['https://m.tiktok.com/h5/share/music/6793185759491786753.html?language=en&source=h5_m&u_code=e0ci6i6aa120de&_d=e0ci6i6aa120de&share_music_id=6793185759491786753', 'https://m.tiktok.com/h5/share/music/6996154854892636934.html?language=en&source=h5_m&u_code=e0ci6b4c692jb0&_d=e0ci6b4c692jb0&share_music_id=6996154854892636934']"
2911,-1977,0.0,Sugar (feat. Francesco Yates) - Stadiumx Remix,Robin Schulz,13331.0,8.0,32745970.0,4563464.0,3.0,"['https://m.tiktok.com/h5/share/music/6786244970618702594.html?language=en&source=h5_m&u_code=e0ci7d21l90a82&_d=e0ci7d21l90a82&share_music_id=6786244970618702594', 'https://m.tiktok.com/h5/share/music/6705008886883026945.html?language=en&source=h5_m&u_code=e0ci06mbjeg4ie&_d=e0ci06mbjeg4ie&share_music_id=6705008886883026945', 'https://m.tiktok.com/h5/share/music/6676046451207850758.html?language=en&source=h5_m&u_code=e0ci30lf2kf63h&_d=e0ci30lf2kf63h&share_music_id=6676046451207850758']"
2912,+1178,0.0,Hot Boyz,Missy Elliott,3804.0,-10.0,2587567.0,329107.0,7.0,"['https://m.tiktok.com/h5/share/music/6664438816964676358.html?language=en&source=h5_m&u_code=e0chm04jd81333&_d=e0chm04jd81333&share_music_id=6664438816964676358', 'https://m.tiktok.com/h5/share/music/6972150443275209477.html?language=en&source=h5_m&u_code=e0chd81ckfgmh1&_d=e0chd81ckfgmh1&share_music_id=6972150443275209477', 'https://m.tiktok.com/h5/share/music/7047318227861129989.html?language=en&source=h5_m&u_code=e0chfgj4dj0b5h&_d=e0chfgj4dj0b5h&share_music_id=7047318227861129989']"
2913,-19,0.0,Go Back Inside,TG Kommas,28.0,0.0,84286.0,10253.0,1.0,['https://m.tiktok.com/h5/share/music/6954100991276944134.html?language=en&source=h5_m&u_code=e0ci5f08magl14&_d=e0ci5f08magl14&share_music_id=6954100991276944134']
2914,+1533,0.0,What Do I Know?,Ed Sheeran,6965.0,-37.0,71486864.0,3827948.0,1.0,['https://m.tiktok.com/h5/share/music/6471471047316736781.html?language=en&source=h5_m&u_code=e0ci31mk8gf6g2&_d=e0ci31mk8gf6g2&share_music_id=6471471047316736781']
2915,+34,0.0,STUCK ON U,MICHELLE,1.0,0.0,30448.0,1352.0,1.0,['https://m.tiktok.com/h5/share/music/6855884117792361222.html?language=en&source=h5_m&u_code=e0ci6217ded8ll&_d=e0ci6217ded8ll&share_music_id=6855884117792361222']
2916,+260,0.0,Miss America,James Blunt,23.0,0.0,93497.0,4878.0,1.0,['https://m.tiktok.com/h5/share/music/230738449161695232.html?language=en&source=h5_m&u_code=e0chm0b7500i0c&_d=e0chm0b7500i0c&share_music_id=230738449161695232']
2917,+162,0.0,E-Boy,Slayyyter,235.0,0.0,373011.0,43597.0,1.0,['https://m.tiktok.com/h5/share/music/6732291100859435010.html?language=en&source=h5_m&u_code=e0ci0e434accm0&_d=e0ci0e434accm0&share_music_id=6732291100859435010']
2918,+443,0.0,Parting Glass - Live at Wembley Stadium,Ed Sheeran,17.0,0.0,58414.0,9453.0,1.0,['https://m.tiktok.com/h5/share/music/6705036085635844097.html?language=en&source=h5_m&u_code=e0che77g04m73b&_d=e0che77g04m73b&share_music_id=6705036085635844097']
2919,-313,0.0,Right Game Wrong Nigga,Kevin Gates,149.0,0.0,105445.0,7539.0,4.0,"['https://m.tiktok.com/h5/share/music/5000000001450671431.html?language=en&source=h5_m&u_code=e0ci6jj2m10j59&_d=e0ci6jj2m10j59&share_music_id=5000000001450671431', 'https://m.tiktok.com/h5/share/music/7061446509610683182.html?language=en&source=h5_m&u_code=e0ci94j5m3gbbc&_d=e0ci94j5m3gbbc&share_music_id=7061446509610683182', 'https://m.tiktok.com/h5/share/music/7046906225941842734.html?language=en&source=h5_m&u_code=e0ci7ij62h3fbf&_d=e0ci7ij62h3fbf&share_music_id=7046906225941842734']"
2920,+249,0.0,Status Symbol (feat. Buddy),Nipsey Hussle,152.0,1.0,449979.0,26354.0,1.0,['https://m.tiktok.com/h5/share/music/6753881666076297217.html?language=en&source=h5_m&u_code=e0che1fi8f0208&_d=e0che1fi8f0208&share_music_id=6753881666076297217']
2921,+285,0.0,All Is Lost,Surf Curse,184.0,0.0,478352.0,76777.0,2.0,"['https://m.tiktok.com/h5/share/music/6702739745350371329.html?language=en&source=h5_m&u_code=e0ci3eg954m833&_d=e0ci3eg954m833&share_music_id=6702739745350371329', 'https://m.tiktok.com/h5/share/music/7046128484825303813.html?language=en&source=h5_m&u_code=e0ci1e949l5mj4&_d=e0ci1e949l5mj4&share_music_id=7046128484825303813']"
2922,+447,0.0,Borderlines and Aliens,Grouplove,11.0,0.0,31843.0,830.0,1.0,['https://m.tiktok.com/h5/share/music/6704976327465764866.html?language=en&source=h5_m&u_code=e0chaae1mi71di&_d=e0chaae1mi71di&share_music_id=6704976327465764866']
2923,-1744,0.0,Luv Bug,Kevin Gates,78.0,1.0,293245.0,29382.0,5.0,"['https://m.tiktok.com/h5/share/music/6884732984331635461.html?language=en&source=h5_m&u_code=e0ci32b2m7d20a&_d=e0ci32b2m7d20a&share_music_id=6884732984331635461', 'https://m.tiktok.com/h5/share/music/7010407966864198406.html?language=en&source=h5_m&u_code=e0chkl5d4igj8k&_d=e0chkl5d4igj8k&share_music_id=7010407966864198406', 'https://m.tiktok.com/h5/share/music/7032394191930067718.html?language=en&source=h5_m&u_code=e0chceil5c7k06&_d=e0chceil5c7k06&share_music_id=7032394191930067718']"
2924,+503,0.0,Make It Bun Dem - David Heartbreak Remix,Skrillex,234.0,1.0,46658.0,3006.0,1.0,['https://m.tiktok.com/h5/share/music/6704977068255348737.html?language=en&source=h5_m&u_code=e0chia659503jb&_d=e0chia659503jb&share_music_id=6704977068255348737']
2925,+482,0.0,Yes or No (feat. IV JAY),Lil Eazzyy,32.0,-1.0,53035.0,4555.0,1.0,['https://m.tiktok.com/h5/share/music/6938629229114296321.html?language=en&source=h5_m&u_code=e0chh2c1fj4427&_d=e0chh2c1fj4427&share_music_id=6938629229114296321']
2926,+378,0.0,Nothing Really Matters - Nic Fanciulli Remix,Tiësto,26.0,0.0,6852.0,1383.0,1.0,['https://m.tiktok.com/h5/share/music/6716917178622282498.html?language=en&source=h5_m&u_code=e0ci032ih9img7&_d=e0ci032ih9img7&share_music_id=6716917178622282498']
2927,+336,0.0,Love U Better (feat. Lil Wayne & The-Dream),Ty Dolla $ign,318.0,1.0,462597.0,44472.0,4.0,"['https://m.tiktok.com/h5/share/music/6480417291854056205.html?language=en&source=h5_m&u_code=e0chkjkjg0lg4i&_d=e0chkjkjg0lg4i&share_music_id=6480417291854056205', 'https://m.tiktok.com/h5/share/music/6994664422883068698.html?language=en&source=h5_m&u_code=e0chl9kiaib1mk&_d=e0chl9kiaib1mk&share_music_id=6994664422883068698', 'https://m.tiktok.com/h5/share/music/7037746009241324314.html?language=en&source=h5_m&u_code=e0ci1kdf199ia1&_d=e0ci1kdf199ia1&share_music_id=7037746009241324314']"
2928,+262,0.0,Happy Birthday - Interlude,Tayla Parx,4.0,0.0,2730.0,119.0,1.0,['https://m.tiktok.com/h5/share/music/6704958759594117121.html?language=en&source=h5_m&u_code=e0chad2dc3alih&_d=e0chad2dc3alih&share_music_id=6704958759594117121']
2929,-1732,0.0,Freaks (feat. Travis Barker),Surf Curse,3.0,1.0,9581.0,718.0,1.0,['https://m.tiktok.com/h5/share/music/7041008423248792326.html?language=en&source=h5_m&u_code=e0ci7i9jb22895&_d=e0ci7i9jb22895&share_music_id=7041008423248792326']
2930,+126,0.0,Dboy Style,Gucci Mane,21.0,0.0,71609.0,5743.0,2.0,"['https://m.tiktok.com/h5/share/music/6979770685098887941.html?language=en&source=h5_m&u_code=e0ci4431f2dj43&_d=e0ci4431f2dj43&share_music_id=6979770685098887941', 'https://m.tiktok.com/h5/share/music/6977067288285432581.html?language=en&source=h5_m&u_code=e0chl85mmk1k89&_d=e0chl85mmk1k89&share_music_id=6977067288285432581']"
2931,+722,0.0,Now or Never 2.0,PnB Rock,167.0,0.0,104490.0,10852.0,2.0,"['https://m.tiktok.com/h5/share/music/5000000001462381091.html?language=en&source=h5_m&u_code=e0chh58ckhlkf1&_d=e0chh58ckhlkf1&share_music_id=5000000001462381091', 'https://m.tiktok.com/h5/share/music/6704957854790453249.html?language=en&source=h5_m&u_code=e0ci84m1ccci67&_d=e0ci84m1ccci67&share_music_id=6704957854790453249']"
2932,+260,0.0,Tryna Yea,Kevin Gates,4.0,0.0,30087.0,4169.0,2.0,"['https://m.tiktok.com/h5/share/music/6961899668775144198.html?language=en&source=h5_m&u_code=e0ci0fm0c5da6d&_d=e0ci0fm0c5da6d&share_music_id=6961899668775144198', 'https://m.tiktok.com/h5/share/music/6993164869184916229.html?language=en&source=h5_m&u_code=e0ci4id69cigl3&_d=e0ci4id69cigl3&share_music_id=6993164869184916229']"
2933,-224,0.0,Stronger,Clean Bandit,3086.0,-2.0,1172729.0,177767.0,2.0,"['https://m.tiktok.com/h5/share/music/222332865278078976.html?language=en&source=h5_m&u_code=e0chmkm6hl0445&_d=e0chmkm6hl0445&share_music_id=222332865278078976', 'https://m.tiktok.com/h5/share/music/6448858214003182349.html?language=en&source=h5_m&u_code=e0ci0j783hm10g&_d=e0ci0j783hm10g&share_music_id=6448858214003182349']"
2934,-1886,0.0,I Can't Make You Love Me,Tank,1824.0,6.0,944015.0,109027.0,2.0,"['https://m.tiktok.com/h5/share/music/222729488789663744.html?language=en&source=h5_m&u_code=e0ci90md49628e&_d=e0ci90md49628e&share_music_id=222729488789663744', 'https://m.tiktok.com/h5/share/music/6986707624926513926.html?language=en&source=h5_m&u_code=e0ci75m2aefc4m&_d=e0ci75m2aefc4m&share_music_id=6986707624926513926']"
2935,+692,0.0,One Call Away - Lux & Marcusson Remix,Charlie Puth,233.0,-1.0,53746.0,1954.0,1.0,['https://m.tiktok.com/h5/share/music/222460238912819201.html?language=en&source=h5_m&u_code=e0ci58j1k9h05d&_d=e0ci58j1k9h05d&share_music_id=222460238912819201']
2936,-1306,0.0,Stealing,Ty Dolla $ign,1928.0,0.0,281657.0,47922.0,1.0,['https://m.tiktok.com/h5/share/music/146860367380402176.html?language=en&source=h5_m&u_code=e0chfgl16l6m9j&_d=e0chfgl16l6m9j&share_music_id=146860367380402176']
2937,+711,0.0,Hit 'Em Up (feat. Trap Manny),A Boogie Wit da Hoodie,276.0,1.0,1571486.0,161328.0,3.0,"['https://m.tiktok.com/h5/share/music/6793180599273146369.html?language=en&source=h5_m&u_code=e0ci8k1ml46bl6&_d=e0ci8k1ml46bl6&share_music_id=6793180599273146369', 'https://m.tiktok.com/h5/share/music/6986871522442939142.html?language=en&source=h5_m&u_code=e0chk6k9l9c32m&_d=e0chk6k9l9c32m&share_music_id=6986871522442939142', 'https://m.tiktok.com/h5/share/music/6962539143536691973.html?language=en&source=h5_m&u_code=e0ci358df2ka63&_d=e0ci358df2ka63&share_music_id=6962539143536691973']"
2938,-1149,0.0,Why,Briston Maroney,49.0,1.0,84113.0,7967.0,2.0,"['https://m.tiktok.com/h5/share/music/6540441098827860738.html?language=en&source=h5_m&u_code=e0chlig14l6f87&_d=e0chlig14l6f87&share_music_id=6540441098827860738', 'https://m.tiktok.com/h5/share/music/6905277278591257345.html?language=en&source=h5_m&u_code=e0ci4b33a5d7g2&_d=e0ci4b33a5d7g2&share_music_id=6905277278591257345', 'https://www.tiktok.com/share/music/6515509848224846863?enter_from=h5_t']"
2939,-1705,0.0,Wait For It (Instrumental),Lin-Manuel Miranda,130.0,1.0,108478.0,20404.0,1.0,['https://m.tiktok.com/h5/share/music/6858464764062878469.html?language=en&source=h5_m&u_code=e0ci1i0bimi7ee&_d=e0ci1i0bimi7ee&share_music_id=6858464764062878469']
2940,-1265,0.0,Silent Night,Why Don't We,3.0,0.0,14486.0,2080.0,1.0,['https://m.tiktok.com/h5/share/music/7006744266391161605.html?language=en&source=h5_m&u_code=e0ci57c74a08cm&_d=e0ci57c74a08cm&share_music_id=7006744266391161605']
2941,-1280,0.0,Destroy Me,grandson,1.0,0.0,40285.0,5683.0,1.0,['https://m.tiktok.com/h5/share/music/6818577848366828294.html?language=en&source=h5_m&u_code=e0chcaa87c8k35&_d=e0chcaa87c8k35&share_music_id=6818577848366828294']
2942,-1276,0.0,"Caliber 40 (feat. John Wicks, Mr. Flipper & Project Pooh )",Sniper Gang,5.0,0.0,27752.0,4838.0,1.0,['https://m.tiktok.com/h5/share/music/6755752670817961985.html?language=en&source=h5_m&u_code=e0ci29a9g3agca&_d=e0ci29a9g3agca&share_music_id=6755752670817961985']
2943,-1098,0.0,Love on the Moon,Catie Turner,4.0,0.0,68183.0,3743.0,2.0,"['https://m.tiktok.com/h5/share/music/6985984899018722054.html?language=en&source=h5_m&u_code=e0chclh1bc5dd9&_d=e0chclh1bc5dd9&share_music_id=6985984899018722054', 'https://m.tiktok.com/h5/share/music/6986989222771133186.html?language=en&source=h5_m&u_code=e0chelj4ci1h2j&_d=e0chelj4ci1h2j&share_music_id=6986989222771133186']"
2944,-1139,0.0,Silver Bells,Brett Eldredge,103.0,-1.0,129079.0,11917.0,1.0,['https://m.tiktok.com/h5/share/music/6704961179552319490.html?language=en&source=h5_m&u_code=e0chm04jd81333&_d=e0chm04jd81333&share_music_id=6704961179552319490']
2945,-1496,0.0,Paper Chasers,Kevin Gates,993.0,6.0,1579859.0,144123.0,4.0,"['https://m.tiktok.com/h5/share/music/6704930260711901185.html?language=en&source=h5_m&u_code=e0ci6m4hj755ea&_d=e0ci6m4hj755ea&share_music_id=6704930260711901185', 'https://m.tiktok.com/h5/share/music/7061197247488248622.html?language=en&source=h5_m&u_code=e0chg422b58ee1&_d=e0chg422b58ee1&share_music_id=7061197247488248622', 'https://m.tiktok.com/h5/share/music/7061196845221153582.html?language=en&source=h5_m&u_code=e0ci279e26dc9h&_d=e0ci279e26dc9h&share_music_id=7061196845221153582']"
2946,-1140,0.0,אמבולנס,Noa Kirel,872.0,-4.0,3048983.0,177883.0,1.0,['https://m.tiktok.com/h5/share/music/6867492461858523138.html?language=en&source=h5_m&u_code=e0ci0lf8b76328&_d=e0ci0lf8b76328&share_music_id=6867492461858523138']
2947,+737,0.0,Overtura - Music Of The Spheres album trailer,Coldplay,28.0,-1.0,2542822.0,49317.0,2.0,"['https://m.tiktok.com/h5/share/music/6987098200519772933.html?language=en&source=h5_m&u_code=e0chm1fh7di3d0&_d=e0chm1fh7di3d0&share_music_id=6987098200519772933', 'https://m.tiktok.com/h5/share/music/6987096907323607813.html?language=en&source=h5_m&u_code=e0chf5a1e6fgaj&_d=e0chf5a1e6fgaj&share_music_id=6987096907323607813']"
2948,-1141,0.0,Serial Lover,Kehlani,2.0,0.0,32630.0,3187.0,1.0,['https://m.tiktok.com/h5/share/music/6976626440573930246.html?language=en&source=h5_m&u_code=e0ci1je03i5745&_d=e0ci1je03i5745&share_music_id=6976626440573930246']
2949,-1680,0.0,In My Head - Wideboys Radio Edit,Jason Derulo,30.0,2.0,62342.0,7072.0,2.0,"['https://m.tiktok.com/h5/share/music/228275930174152704.html?language=en&source=h5_m&u_code=e0ci4jm2hg276c&_d=e0ci4jm2hg276c&share_music_id=228275930174152704', 'https://m.tiktok.com/h5/share/music/6705083986265245698.html?language=en&source=h5_m&u_code=e0chfmd7b6aeah&_d=e0chfmd7b6aeah&share_music_id=6705083986265245698']"
2950,-1198,0.0,Hellcat,JayDaYoungan,9.0,0.0,112718.0,19548.0,2.0,"['https://m.tiktok.com/h5/share/music/6974569442697038597.html?language=en&source=h5_m&u_code=e0chhc3kkfei1d&_d=e0chhc3kkfei1d&share_music_id=6974569442697038597', 'https://m.tiktok.com/h5/share/music/7021872703355292422.html?language=en&source=h5_m&u_code=e0ci87cbejdg7f&_d=e0ci87cbejdg7f&share_music_id=7021872703355292422']"
2951,-1122,0.0,NoEyeInTeam,Childish Major,3.0,0.0,38599.0,2857.0,1.0,['https://m.tiktok.com/h5/share/music/7023808452329737006.html?language=en&source=h5_m&u_code=e0chi6b0h90k3k&_d=e0chi6b0h90k3k&share_music_id=7023808452329737006']
2952,-177,0.0,Pressure - Live,Paramore,3.0,0.0,775059.0,39180.0,2.0,"['https://m.tiktok.com/h5/share/music/7028150551888268078.html?language=en&source=h5_m&u_code=e0ci819hhdhjkb&_d=e0ci819hhdhjkb&share_music_id=7028150551888268078', 'https://m.tiktok.com/h5/share/music/7043630478129302318.html?language=en&source=h5_m&u_code=e0ci10ajj30j5f&_d=e0ci10ajj30j5f&share_music_id=7043630478129302318']"
2953,-1104,0.0,Lockdown,Jasiah,9.0,0.0,112370.0,13124.0,3.0,"['https://m.tiktok.com/h5/share/music/7037513545336015622.html?language=en&source=h5_m&u_code=e0ci5bi5f850ib&_d=e0ci5bi5f850ib&share_music_id=7037513545336015622', 'https://m.tiktok.com/h5/share/music/7046443894070053638.html?language=en&source=h5_m&u_code=e0ci001ae8e5fi&_d=e0ci001ae8e5fi&share_music_id=7046443894070053638', 'https://m.tiktok.com/h5/share/music/7040313204895091503.html?language=en&source=h5_m&u_code=e0ci59k5b5l2mg&_d=e0ci59k5b5l2mg&share_music_id=7040313204895091503']"
2954,+348,0.0,F Yah Job,Childish Major,78.0,0.0,3037160.0,487483.0,1.0,['https://m.tiktok.com/h5/share/music/6980597891576383490.html?language=en&source=h5_m&u_code=e0ci50h3a4km27&_d=e0ci50h3a4km27&share_music_id=6980597891576383490']
2955,+227,0.0,Crying Inside,JayDaYoungan,1.0,0.0,6965.0,691.0,1.0,['https://m.tiktok.com/h5/share/music/7037853317757668101.html?language=en&source=h5_m&u_code=e0chl9hkk7le5g&_d=e0chl9hkk7le5g&share_music_id=7037853317757668101']
2956,+323,0.0,For Mine,Tank,17.0,0.0,49168.0,3106.0,1.0,['https://m.tiktok.com/h5/share/music/6836507339751688193.html?language=en&source=h5_m&u_code=e0chi20ih4i27h&_d=e0chi20ih4i27h&share_music_id=6836507339751688193']
2957,+911,0.0,24/7 (feat. Ella Mai),Meek Mill,432.0,-1.0,2325908.0,642209.0,6.0,"['https://m.tiktok.com/h5/share/music/6978889864796179205.html?language=en&source=h5_m&u_code=e0ci8j40mec057&_d=e0ci8j40mec057&share_music_id=6978889864796179205', 'https://m.tiktok.com/h5/share/music/6981074874961808133.html?language=en&source=h5_m&u_code=e0chmi9hb1fe8m&_d=e0chmi9hb1fe8m&share_music_id=6981074874961808133', 'https://m.tiktok.com/h5/share/music/6780210134242151169.html?language=en&source=h5_m&u_code=e0chf858f2ahb4&_d=e0chf858f2ahb4&share_music_id=6780210134242151169']"
2958,+827,0.0,No Meds,Kodak Black,70.0,-2.0,493339.0,51710.0,1.0,['https://m.tiktok.com/h5/share/music/6962323465789524741.html?language=en&source=h5_m&u_code=e0ci87lf8239mb&_d=e0ci87lf8239mb&share_music_id=6962323465789524741']
2959,-1952,0.0,Millionaire (feat. Nelly) - Alan Walker Remix,Cash Cash,9278.0,2.0,19454394.0,1358298.0,1.0,['https://m.tiktok.com/h5/share/music/224293407685414912.html?language=en&source=h5_m&u_code=e0chdad8fdkjcd&_d=e0chdad8fdkjcd&share_music_id=224293407685414912']
2960,-1152,0.0,NOW I'M ALONE (feat. Sofía Valdés),HONNE,4.0,0.0,10403.0,221.0,2.0,"['https://m.tiktok.com/h5/share/music/6982156457865251585.html?language=en&source=h5_m&u_code=e0ci2e0ecc01l0&_d=e0ci2e0ecc01l0&share_music_id=6982156457865251585', 'https://m.tiktok.com/h5/share/music/6982943721654405894.html?language=en&source=h5_m&u_code=e0chc0em397fi7&_d=e0chc0em397fi7&share_music_id=6982943721654405894']"
2961,-1141,0.0,Chicken Talk,Gucci Mane,15.0,0.0,181591.0,21593.0,1.0,['https://m.tiktok.com/h5/share/music/6897097419146659842.html?language=en&source=h5_m&u_code=e0ci4j075dj56k&_d=e0ci4j075dj56k&share_music_id=6897097419146659842']
2962,-1115,0.0,Easter In Miami,Kodak Black,5.0,0.0,195703.0,10825.0,5.0,"['https://m.tiktok.com/h5/share/music/7041133349447928623.html?language=en&source=h5_m&u_code=e0chd01k7d9l6d&_d=e0chd01k7d9l6d&share_music_id=7041133349447928623', 'https://m.tiktok.com/h5/share/music/7012062013119875845.html?language=en&source=h5_m&u_code=e0ci6jjdef973i&_d=e0ci6jjdef973i&share_music_id=7012062013119875845', 'https://m.tiktok.com/h5/share/music/6971322742239021830.html?language=en&source=h5_m&u_code=e0ci4j86da2806&_d=e0ci4j86da2806&share_music_id=6971322742239021830']"
2963,-1995,0.0,I'm Yours - Deluxe Version,Jason Mraz,150.0,2.0,3267292.0,499205.0,1.0,['https://m.tiktok.com/h5/share/music/6981627411670501378.html?language=en&source=h5_m&u_code=e0ci639fa17g1j&_d=e0ci639fa17g1j&share_music_id=6981627411670501378']
2964,-1120,0.0,Luv Is Art (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,324.0,-1.0,1481238.0,167730.0,3.0,"['https://m.tiktok.com/h5/share/music/6793185752999004162.html?language=en&source=h5_m&u_code=e0ci1894i9k9bi&_d=e0ci1894i9k9bi&share_music_id=6793185752999004162', 'https://m.tiktok.com/h5/share/music/6948104088965958405.html?language=en&source=h5_m&u_code=e0chjd1l70gfg1&_d=e0chjd1l70gfg1&share_music_id=6948104088965958405', 'https://m.tiktok.com/h5/share/music/6965911737010785029.html?language=en&source=h5_m&u_code=e0chd1b1be65hk&_d=e0chd1b1be65hk&share_music_id=6965911737010785029']"
2965,+831,0.0,Help - EP Version,Galantis,4540.0,-2.0,3530244.0,298122.0,4.0,"['https://m.tiktok.com/h5/share/music/6742825329611688705.html?language=en&source=h5_m&u_code=e0ci461mi2g7lk&_d=e0ci461mi2g7lk&share_music_id=6742825329611688705', 'https://m.tiktok.com/h5/share/music/6864170962590731014.html?language=en&source=h5_m&u_code=e0chgaijmmig96&_d=e0chgaijmmig96&share_music_id=6864170962590731014', 'https://m.tiktok.com/h5/share/music/6799221974116682498.html?language=en&source=h5_m&u_code=e0ci5876be611e&_d=e0ci5876be611e&share_music_id=6799221974116682498']"
2966,+707,0.0,Trap,Skodi,162.0,-1.0,1070209.0,222107.0,7.0,"['https://m.tiktok.com/h5/share/music/6930274049281067782.html?language=en&source=h5_m&u_code=e0ci0baibj9eb1&_d=e0ci0baibj9eb1&share_music_id=6930274049281067782', 'https://m.tiktok.com/h5/share/music/6934741308229651205.html?language=en&source=h5_m&u_code=e0ci2980dg43l2&_d=e0ci2980dg43l2&share_music_id=6934741308229651205', 'https://m.tiktok.com/h5/share/music/7031718928133098286.html?language=en&source=h5_m&u_code=e0ci083610h7da&_d=e0ci083610h7da&share_music_id=7031718928133098286']"
2967,-2076,0.0,Invincible,Kelly Clarkson,396.0,2.0,479024.0,36857.0,2.0,"['https://m.tiktok.com/h5/share/music/6715513196897110018.html?language=en&source=h5_m&u_code=e0ci6bg4gkcc91&_d=e0ci6bg4gkcc91&share_music_id=6715513196897110018', 'https://m.tiktok.com/h5/share/music/6940451465827748613.html?language=en&source=h5_m&u_code=e0ci8k1k045j63&_d=e0ci8k1k045j63&share_music_id=6940451465827748613']"
2968,+178,0.0,Beautiful Scars (feat. PnB Rock),Kevin Gates,81.0,0.0,69889.0,7325.0,2.0,"['https://m.tiktok.com/h5/share/music/6704960120083712001.html?language=en&source=h5_m&u_code=e0ci6169m5ca7i&_d=e0ci6169m5ca7i&share_music_id=6704960120083712001', 'https://m.tiktok.com/h5/share/music/7048582093462424326.html?language=en&source=h5_m&u_code=e0ci0kdd5ml5cc&_d=e0ci0kdd5ml5cc&share_music_id=7048582093462424326']"
2969,+158,0.0,Maffioso,Kodak Black,5.0,0.0,43774.0,1738.0,3.0,"['https://m.tiktok.com/h5/share/music/6979378961335732997.html?language=en&source=h5_m&u_code=e0ci49j942ki18&_d=e0ci49j942ki18&share_music_id=6979378961335732997', 'https://m.tiktok.com/h5/share/music/7035614156409555717.html?language=en&source=h5_m&u_code=e0chgm789lc87e&_d=e0chgm789lc87e&share_music_id=7035614156409555717', 'https://m.tiktok.com/h5/share/music/7014979718223252229.html?language=en&source=h5_m&u_code=e0chi8683gi641&_d=e0chi8683gi641&share_music_id=7014979718223252229']"
2970,+136,0.0,Tick (feat. SiR),TeaMarrr,1.0,0.0,9991.0,679.0,1.0,['https://m.tiktok.com/h5/share/music/6994835702965897989.html?language=en&source=h5_m&u_code=e0che79aied5kk&_d=e0che79aied5kk&share_music_id=6994835702965897989']
